metro_minutes,metro_walking,total_area,living_area,kitchen_area,price,utilities_amount,utilities_included,prepayment_months,is_long_rental_term
11,1,69.0,,,70000.0,0.0,1,2.0,1
1,1,45.0,20.0,20.0,70000.0,0.0,1,1.0,0
11,1,79.0,9.0,,80000.0,0.0,1,1.0,1
1,1,45.0,20.0,20.0,80000.0,0.0,1,1.0,1
5,0,52.3,,,85000.0,0.0,1,1.0,1
4,0,104.0,84.0,10.0,109500.0,0.0,1,2.0,1
10,1,38.0,20.0,9.0,38000.0,0.0,1,1.0,1
24,1,25.0,16.0,4.0,39000.0,0.0,1,1.0,1
8,1,23.0,20.0,3.0,40000.0,0.0,1,1.0,1
8,1,32.0,,,47000.0,0.0,1,1.0,1
2,1,29.0,,,50000.0,0.0,1,1.0,1
2,1,28.0,,,63000.0,0.0,1,2.0,1
1,1,53.0,,,100000.0,0.0,1,1.0,1
3,1,120.0,78.0,9.0,170000.0,0.0,1,1.0,1
3,1,100.0,81.0,7.0,200000.0,0.0,1,1.0,1
5,1,143.0,91.0,14.0,260000.0,0.0,1,1.0,1
5,1,101.0,64.0,,300000.0,0.0,1,1.0,1
4,1,180.0,144.0,,330000.0,0.0,1,1.0,1
3,1,158.5,126.0,,200000.0,0.0,1,1.0,1
15,1,77.0,50.0,10.0,230000.0,0.0,1,1.0,1
10,1,116.0,70.0,12.0,250000.0,0.0,1,1.0,1
3,1,174.0,97.0,15.0,330000.0,0.0,1,1.0,1
5,1,185.5,,,220000.0,0.0,1,1.0,1
8,1,78.0,56.0,6.0,160000.0,0.0,1,1.0,1
4,1,163.0,57.0,62.0,500000.0,0.0,1,1.0,1
5,1,40.0,,,75000.0,0.0,1,1.0,1
5,1,80.0,48.0,10.0,110000.0,0.0,1,1.0,1
6,1,190.0,152.0,,350000.0,0.0,1,1.0,1
4,1,72.0,53.0,6.0,130000.0,0.0,1,1.0,1
5,1,150.0,88.0,10.0,270000.0,0.0,1,1.0,1
7,1,190.0,105.0,16.0,280000.0,0.0,1,1.0,1
7,1,136.0,78.0,9.0,450000.0,0.0,1,1.0,1
10,1,55.0,32.0,12.0,120000.0,0.0,1,1.0,1
6,1,74.0,48.0,9.0,120000.0,0.0,1,1.0,1
5,1,100.0,71.0,10.0,170000.0,0.0,1,1.0,1
10,1,143.0,,,190000.0,0.0,1,1.0,1
1,1,130.0,,,260000.0,0.0,1,,1
1,1,35.0,,,40000.0,0.0,1,1.0,1
1,1,45.0,30.0,8.0,50000.0,0.0,1,1.0,1
8,1,60.0,,,110000.0,0.0,1,1.0,1
5,1,136.0,83.0,18.0,170000.0,0.0,1,1.0,1
8,1,146.0,101.0,10.0,190000.0,0.0,1,1.0,1
1,1,165.0,83.0,18.0,230000.0,0.0,1,1.0,1
7,1,190.0,105.0,18.0,300000.0,0.0,1,1.0,1
4,1,45.0,32.0,7.0,45000.0,0.0,1,1.0,1
2,1,35.0,21.0,5.0,65000.0,0.0,1,1.0,1
4,1,72.0,53.0,6.0,130000.0,0.0,1,1.0,1
10,1,135.0,75.0,13.0,130000.0,0.0,1,1.0,1
4,1,85.0,,,150000.0,0.0,1,1.0,1
5,1,140.0,98.0,4.0,170000.0,0.0,1,1.0,1
1,1,130.0,75.0,12.0,260000.0,0.0,1,1.0,1
4,1,170.0,,,700000.0,0.0,1,1.0,1
0,1,38.0,25.0,8.0,65000.0,0.0,1,1.0,1
8,1,74.0,56.0,10.0,160000.0,0.0,1,1.0,1
3,1,174.0,97.0,14.0,330000.0,0.0,1,1.0,1
7,1,40.0,18.0,10.0,80000.0,0.0,1,1.0,1
5,1,80.0,56.0,9.0,100000.0,0.0,1,1.0,1
6,1,61.0,42.0,8.0,175000.0,0.0,1,1.0,1
4,1,180.0,106.0,25.0,280000.0,0.0,1,1.0,1
2,1,165.0,105.0,15.0,300000.0,0.0,1,1.0,1
4,1,180.0,,,330000.0,0.0,1,1.0,1
6,1,526.0,237.0,14.0,650000.0,0.0,1,1.0,1
7,1,170.0,15.0,,1200000.0,0.0,1,1.0,1
5,1,60.0,44.0,8.0,95000.0,0.0,1,1.0,1
4,1,80.0,57.0,8.0,120000.0,0.0,1,1.0,1
3,1,136.0,69.0,15.0,120000.0,0.0,1,1.0,1
2,1,123.0,110.0,8.0,165000.0,0.0,1,1.0,1
5,1,60.0,,,175000.0,0.0,1,1.0,1
2,1,185.5,,,200000.0,0.0,1,1.0,1
4,1,147.0,117.0,9.0,200000.0,0.0,1,1.0,1
7,1,68.0,,,200000.0,0.0,1,1.0,1
6,1,90.0,63.0,8.0,200000.0,0.0,1,1.0,1
1,1,120.0,92.0,,200000.0,0.0,1,1.0,1
2,1,130.0,65.0,15.0,260000.0,0.0,1,1.0,1
3,1,130.0,80.0,15.0,270000.0,0.0,1,1.0,1
4,1,180.0,25.0,,330000.0,0.0,1,1.0,1
8,1,161.0,128.0,,350000.0,0.0,1,1.0,1
3,1,180.0,,,350000.0,0.0,1,1.0,1
12,1,190.0,,,500000.0,0.0,1,1.0,1
7,1,525.0,,,650000.0,0.0,1,1.0,1
0,1,230.1,,,1500000.0,0.0,1,,1
10,1,20.0,12.0,4.0,55000.0,0.0,1,1.0,1
2,1,25.0,16.0,4.0,64000.0,0.0,1,1.0,1
5,1,65.0,38.0,9.0,70000.0,0.0,1,1.0,1
5,1,40.0,,,80000.0,0.0,1,1.0,1
14,1,65.0,44.0,10.0,80000.0,0.0,1,1.0,1
2,1,74.0,48.0,,90000.0,0.0,1,1.0,1
5,1,60.0,38.0,7.0,120000.0,0.0,1,1.0,1
2,1,136.0,76.0,15.0,120000.0,0.0,1,1.0,1
4,1,74.0,56.0,7.0,130000.0,0.0,1,1.0,1
2,1,85.0,54.0,12.0,160000.0,0.0,1,1.0,1
2,1,123.0,74.0,8.0,165000.0,0.0,1,1.0,1
10,1,90.0,81.0,,170000.0,0.0,1,1.0,1
3,1,85.0,52.0,14.0,185000.0,0.0,1,1.0,1
5,1,100.0,60.0,17.0,190000.0,0.0,1,1.0,1
5,1,99.0,55.0,17.0,190000.0,0.0,1,1.0,1
2,1,100.0,66.0,10.0,200000.0,0.0,1,1.0,1
3,1,170.0,119.0,4.0,200000.0,0.0,1,1.0,1
6,1,138.0,98.0,20.0,200000.0,0.0,1,1.0,1
5,1,150.0,102.0,10.0,199000.0,0.0,1,1.0,1
9,1,98.0,64.0,10.0,200000.0,0.0,1,1.0,1
3,1,170.0,95.0,20.0,220000.0,0.0,1,1.0,1
6,1,90.0,75.0,8.0,220000.0,0.0,1,1.0,1
9,1,113.0,80.0,20.0,230000.0,0.0,1,,1
3,1,127.0,87.0,9.0,250000.0,0.0,1,1.0,1
8,1,113.0,20.0,,250000.0,0.0,1,1.0,1
3,1,130.0,90.0,15.0,270000.0,0.0,1,1.0,1
5,1,130.0,95.0,10.0,270000.0,0.0,1,1.0,1
8,1,110.0,,,280000.0,0.0,1,1.0,1
0,1,130.0,70.0,12.0,290000.0,0.0,1,,1
5,1,168.0,103.0,15.0,300000.0,0.0,1,1.0,1
5,1,191.0,105.0,16.0,300000.0,0.0,1,1.0,1
5,1,202.0,155.0,9.0,310000.0,0.0,1,1.0,1
8,1,136.0,,,450000.0,0.0,1,1.0,1
2,1,163.0,107.0,12.0,500000.0,0.0,1,1.0,1
7,1,525.0,,,650000.0,0.0,1,1.0,1
5,1,255.0,136.0,10.0,700000.0,0.0,1,1.0,1
5,1,255.0,158.0,14.0,700000.0,0.0,1,1.0,1
4,1,69.0,49.0,7.0,80000.0,0.0,1,1.0,1
13,1,90.0,7.0,,110000.0,0.0,1,1.0,1
4,1,80.0,49.0,10.0,120000.0,0.0,1,1.0,1
12,1,120.0,65.0,16.0,350000.0,0.0,1,1.0,1
5,1,36.0,20.0,8.0,45000.0,0.0,1,1.0,0
11,1,32.0,18.0,6.0,50000.0,0.0,1,1.0,1
9,1,56.0,34.0,9.0,55000.0,0.0,1,1.0,1
2,1,53.0,32.0,8.0,60000.0,0.0,1,1.0,1
7,1,45.0,33.0,6.0,60000.0,0.0,1,1.0,1
4,1,35.0,20.0,7.0,65000.0,0.0,1,1.0,1
4,1,42.0,16.0,,80000.0,0.0,1,1.0,1
14,1,56.0,36.0,9.0,80000.0,0.0,1,1.0,1
4,1,47.0,35.0,5.0,80000.0,0.0,1,1.0,1
2,1,68.7,48.6,7.2,80000.0,0.0,1,1.0,1
7,1,65.0,41.0,7.0,80000.0,0.0,1,1.0,1
6,1,37.5,25.0,10.0,85000.0,0.0,1,1.0,1
2,1,68.0,40.0,7.0,90000.0,0.0,1,1.0,1
3,1,55.0,42.0,8.0,100000.0,0.0,1,1.0,1
8,1,65.0,42.0,17.0,110000.0,0.0,1,1.0,1
15,1,90.0,,,110000.0,0.0,1,1.0,1
5,1,90.0,52.0,11.6,125000.0,0.0,1,1.0,1
3,1,72.0,53.0,6.0,130000.0,0.0,1,1.0,1
4,1,120.0,74.0,18.0,135000.0,0.0,1,1.0,1
5,1,136.0,85.0,18.0,170000.0,0.0,1,1.0,1
18,1,80.0,8.0,,175000.0,0.0,1,1.0,1
7,1,57.2,,,185000.0,0.0,1,1.0,1
9,1,85.0,50.0,15.0,195000.0,0.0,1,1.0,1
4,1,68.0,,,200000.0,0.0,1,1.0,1
8,1,118.0,,,300000.0,0.0,1,1.0,1
16,1,120.0,,,350000.0,0.0,1,1.0,1
5,1,282.0,225.0,,500000.0,0.0,1,1.0,1
8,1,55.9,37.0,10.0,80000.0,0.0,1,1.0,1
2,1,153.0,74.0,16.0,220000.0,0.0,1,1.0,1
9,1,40.0,20.0,7.0,65000.0,0.0,1,1.0,0
2,1,153.0,75.0,16.0,220000.0,0.0,1,1.0,1
8,1,60.0,,,120000.0,0.0,1,1.0,1
5,1,90.0,60.0,14.0,125000.0,0.0,1,1.0,1
10,1,90.0,65.0,10.0,200000.0,0.0,1,1.0,1
0,1,185.0,20.0,,400000.0,0.0,1,,1
11,1,136.0,80.0,35.0,110000.0,0.0,1,1.0,1
3,1,140.0,101.0,17.0,200000.0,0.0,1,1.0,1
6,1,90.0,10.0,,220000.0,0.0,1,1.0,1
16,1,121.0,,,350000.0,0.0,1,1.0,1
2,1,23.0,,,65000.0,0.0,1,1.0,0
0,1,60.0,,,79999.0,0.0,1,1.0,1
7,1,67.0,35.0,11.0,93000.0,0.0,1,1.0,1
0,1,54.0,32.0,12.0,120000.0,0.0,1,1.0,1
0,1,136.0,73.0,15.0,120000.0,0.0,1,1.0,1
4,1,72.0,54.0,9.0,130000.0,0.0,1,1.0,1
9,1,80.0,55.0,12.0,165000.0,0.0,1,1.0,1
5,1,133.0,83.0,18.0,170000.0,0.0,1,1.0,1
7,1,60.0,42.0,8.0,175000.0,0.0,1,1.0,1
8,1,85.0,50.0,10.0,195000.0,0.0,1,1.0,1
0,1,76.0,55.0,10.0,200000.0,0.0,1,1.0,1
8,1,68.0,57.0,9.0,200000.0,0.0,1,1.0,1
2,1,140.0,101.0,16.0,200000.0,0.0,1,1.0,1
12,1,140.0,,,210000.0,0.0,1,1.0,1
3,1,155.0,80.0,24.0,280000.0,0.0,1,1.0,1
0,1,180.0,25.0,,330000.0,0.0,1,,1
10,1,121.0,,,430000.0,0.0,1,1.0,1
3,1,42.0,28.0,6.0,52000.0,0.0,1,1.0,1
6,1,22.0,12.0,4.0,55000.0,0.0,1,1.0,1
2,1,58.0,38.0,6.0,60000.0,0.0,1,1.0,1
4,1,36.0,20.0,10.0,65000.0,0.0,1,1.0,1
6,1,44.0,30.0,6.0,65000.0,0.0,1,1.0,1
4,1,40.0,20.0,10.0,65000.0,0.0,1,1.0,1
5,1,35.0,23.0,,70000.0,0.0,1,1.0,1
5,1,45.0,26.0,7.0,75000.0,0.0,1,1.0,1
5,1,70.0,52.0,9.0,85000.0,0.0,1,1.0,1
10,1,60.0,34.0,8.0,85000.0,0.0,1,1.0,1
7,1,67.0,38.0,10.0,93000.0,0.0,1,1.0,1
3,1,86.0,55.0,10.0,100000.0,0.0,1,1.0,1
0,1,136.4,80.0,8.0,110000.0,0.0,1,1.0,1
8,1,86.0,76.0,8.0,110000.0,0.0,1,1.0,1
8,1,55.0,32.0,12.0,115000.0,0.0,1,1.0,1
11,1,80.0,13.0,,120000.0,0.0,1,1.0,1
4,1,103.0,58.0,14.0,120000.0,0.0,1,1.0,1
5,1,89.0,12.0,,125000.0,0.0,1,1.0,1
3,1,110.0,80.0,16.0,130000.0,0.0,1,1.0,1
8,1,65.0,40.0,15.0,135000.0,0.0,1,1.0,1
5,1,136.0,82.0,20.0,140000.0,0.0,1,1.0,1
5,1,110.0,50.0,19.4,150000.0,0.0,1,1.0,1
4,1,70.0,16.0,,150000.0,0.0,1,1.0,1
8,1,80.3,54.0,16.0,165000.0,0.0,1,1.0,1
8,1,80.5,54.0,16.0,165000.0,0.0,1,1.0,1
6,1,136.0,82.0,19.0,170000.0,0.0,1,1.0,1
1,1,125.0,7.0,,170000.0,0.0,1,1.0,1
4,1,136.0,18.0,,170000.0,0.0,1,1.0,1
6,1,60.1,4.0,,175000.0,0.0,1,1.0,1
8,1,100.0,,,195000.0,0.0,1,1.0,1
4,1,68.1,8.0,,200000.0,0.0,1,3.0,1
1,1,130.0,18.0,,200000.0,0.0,1,1.0,1
1,1,125.0,107.0,,200000.0,0.0,1,1.0,1
3,1,120.0,,,200000.0,0.0,1,1.0,1
0,1,161.0,14.0,,230000.0,0.0,1,1.0,1
7,1,63.0,40.0,10.0,60000.0,0.0,1,1.0,1
15,0,203.0,123.0,17.0,350000.0,0.0,1,1.0,1
18,1,155.0,10.0,,300000.0,0.0,1,1.0,1
15,1,76.0,44.0,11.0,130000.0,0.0,1,1.0,1
5,1,36.0,18.0,8.0,40000.0,0.0,1,1.0,1
13,1,90.0,,,130000.0,0.0,1,1.0,1
15,1,150.0,100.0,20.0,170000.0,0.0,1,1.0,1
7,0,50.0,33.0,12.0,50000.0,0.0,1,1.0,1
12,1,70.0,54.0,9.0,55000.0,0.0,1,1.0,1
10,1,70.0,50.0,10.0,65000.0,0.0,1,,1
10,0,120.0,70.0,16.0,130000.0,0.0,1,1.0,1
35,1,100.0,88.0,10.0,130000.0,0.0,1,1.0,1
25,1,140.0,,,160000.0,0.0,1,1.0,1
15,1,120.0,,,190000.0,0.0,1,1.0,1
20,1,120.0,108.0,10.0,190000.0,0.0,1,1.0,1
16,1,120.0,40.0,15.0,230000.0,0.0,1,1.0,1
15,1,280.0,121.0,19.0,270000.0,0.0,1,1.0,1
16,1,165.0,,,300000.0,0.0,1,1.0,1
16,1,170.0,,,300000.0,0.0,1,1.0,1
2,0,146.0,,,320000.0,0.0,1,1.0,1
7,0,18.0,16.0,1.0,32000.0,0.0,1,1.0,1
8,1,37.0,20.0,10.0,37000.0,0.0,1,1.0,1
13,1,35.0,20.0,7.0,40000.0,0.0,1,1.0,1
0,1,40.0,20.0,10.0,40000.0,0.0,1,1.0,1
14,1,45.0,,,60000.0,0.0,1,1.0,1
16,1,81.0,,,120000.0,0.0,1,1.0,1
0,1,82.4,15.0,,120000.0,0.0,1,,1
5,1,156.0,,,180000.0,0.0,1,1.0,1
16,1,140.0,,,200000.0,0.0,1,1.0,0
19,1,135.0,73.0,,230000.0,0.0,1,1.0,1
18,1,116.0,,,230000.0,0.0,1,1.0,1
4,0,250.0,,,270000.0,0.0,1,1.0,1
16,1,165.0,,,300000.0,0.0,1,1.0,1
15,1,220.0,,,300000.0,0.0,1,1.0,1
20,1,174.0,95.0,10.0,320000.0,0.0,1,1.0,1
10,0,146.0,100.0,15.0,350000.0,0.0,1,1.0,1
18,1,29.0,,,45000.0,0.0,1,1.0,0
16,1,48.0,20.0,14.0,60000.0,0.0,1,1.0,1
20,1,45.0,16.0,16.0,75000.0,0.0,1,1.0,1
60,1,19.0,,,40000.0,0.0,1,1.0,1
3,0,47.0,19.0,12.0,45000.0,0.0,1,1.0,1
20,1,45.0,26.0,5.0,75000.0,0.0,1,1.0,1
7,0,76.0,30.0,25.0,110000.0,0.0,1,1.0,1
26,1,114.0,,,110000.0,0.0,1,1.0,1
7,0,83.0,49.0,10.0,120000.0,0.0,1,1.0,1
18,1,80.0,55.0,,130000.0,0.0,1,1.0,1
16,1,82.0,,,170000.0,0.0,1,1.0,1
3,0,120.0,,,190000.0,0.0,1,1.0,1
10,0,42.0,32.0,7.0,40000.0,0.0,1,1.0,1
17,1,48.0,25.0,12.0,50000.0,0.0,1,1.0,1
16,1,60.0,,,57000.0,0.0,1,1.0,1
6,0,50.0,30.0,7.0,35000.0,0.0,1,1.0,1
0,1,265.0,,,300000.0,0.0,1,1.0,1
4,0,45.0,20.0,10.0,35000.0,0.0,1,1.0,1
3,0,300.0,,,900000.0,0.0,1,1.0,1
13,1,20.0,4.0,,35000.0,0.0,1,1.0,1
6,1,46.0,28.0,6.0,37000.0,0.0,1,1.0,1
14,1,62.0,34.0,10.0,60000.0,0.0,1,1.0,1
10,1,76.0,54.0,12.0,60000.0,0.0,1,1.0,1
10,1,115.0,64.0,13.0,75000.0,0.0,1,1.0,1
4,0,88.0,52.0,9.0,80000.0,0.0,1,1.0,1
20,1,77.0,40.0,30.0,130000.0,0.0,1,1.0,1
16,1,116.0,40.0,,190000.0,0.0,1,1.0,1
0,1,300.0,,,900000.0,0.0,1,,1
10,1,20.2,13.9,4.0,35000.0,0.0,1,1.0,1
6,0,50.0,32.0,9.0,42000.0,0.0,1,1.0,1
15,1,65.0,37.0,8.0,43000.0,0.0,1,1.0,1
25,1,60.0,37.0,8.0,45000.0,0.0,1,1.0,1
14,1,39.0,20.0,9.0,45000.0,0.0,1,1.0,1
7,1,55.0,31.0,13.0,50000.0,0.0,1,1.0,1
18,1,68.0,41.0,15.0,50000.0,0.0,1,1.0,1
14,1,65.0,45.0,9.0,60000.0,0.0,1,1.0,1
15,1,62.0,32.0,12.0,60000.0,0.0,1,1.0,1
6,1,108.0,64.0,14.0,75000.0,0.0,1,1.0,1
8,0,107.7,80.0,,89000.0,0.0,1,1.0,1
19,1,120.0,75.0,20.0,190000.0,0.0,1,1.0,1
10,1,18.0,,,28000.0,0.0,1,1.0,1
23,1,40.0,21.0,8.6,28000.0,0.0,1,1.0,1
8,0,38.0,21.0,9.0,30000.0,0.0,1,1.0,1
15,1,30.5,18.5,6.0,30000.0,0.0,1,1.0,1
20,0,31.0,18.0,6.0,30000.0,0.0,1,1.0,1
6,0,38.0,20.0,6.0,30000.0,0.0,1,1.0,1
13,1,37.0,,,30000.0,0.0,1,1.0,1
15,1,35.0,20.0,6.5,31000.0,0.0,1,1.0,1
5,0,35.0,19.0,7.0,32000.0,0.0,1,1.0,1
5,0,32.0,17.0,9.0,33000.0,0.0,1,1.0,1
20,1,38.0,19.0,8.0,35000.0,0.0,1,1.0,1
7,0,47.0,31.0,9.0,35000.0,0.0,1,1.0,1
15,0,32.0,19.0,6.5,35000.0,0.0,1,1.0,1
16,1,39.0,22.0,10.0,35000.0,0.0,1,1.0,1
12,1,40.0,9.0,,35000.0,0.0,1,1.0,1
4,0,45.0,,,35000.0,0.0,1,1.0,1
11,1,45.0,30.0,6.5,35000.0,0.0,1,1.0,1
2,1,50.0,,,35900.0,0.0,1,1.0,1
7,0,34.0,20.0,8.0,37000.0,0.0,1,1.0,1
13,1,51.0,,,38000.0,0.0,1,1.0,1
15,1,39.0,,,38000.0,0.0,1,1.0,1
24,1,54.0,10.0,,39000.0,0.0,1,1.0,1
10,1,40.0,20.0,10.0,39990.0,0.0,1,1.0,1
4,0,45.0,29.0,6.0,40000.0,0.0,1,1.0,1
13,1,43.0,28.0,6.0,40000.0,0.0,1,1.0,1
14,1,37.0,20.0,6.0,40000.0,0.0,1,1.0,1
7,0,19.0,,,40000.0,0.0,1,1.0,1
0,1,34.77,19.4,9.5,40000.0,0.0,1,1.0,1
11,1,51.0,28.0,7.0,40000.0,0.0,1,1.0,1
25,1,50.0,35.0,11.0,40000.0,0.0,1,1.0,1
19,1,56.9,34.2,7.4,41000.0,0.0,1,1.0,1
10,0,42.0,30.0,7.0,42000.0,0.0,1,1.0,1
5,1,39.0,20.0,9.0,42000.0,0.0,1,1.0,1
18,1,48.0,30.0,6.0,42000.0,0.0,1,1.0,1
9,1,64.0,36.0,12.0,42000.0,0.0,1,1.0,1
20,1,63.0,9.0,,43000.0,0.0,1,1.0,1
4,0,45.0,30.0,6.6,43000.0,0.0,1,1.0,1
5,0,59.9,41.7,6.5,43000.0,0.0,1,1.0,1
14,1,61.0,12.0,,45000.0,0.0,1,1.0,1
20,0,56.0,22.0,14.0,45000.0,0.0,1,1.0,1
8,1,40.0,20.9,8.6,45000.0,0.0,1,1.0,1
5,0,64.0,50.0,,45000.0,0.0,1,1.0,1
19,1,45.0,30.0,7.0,45000.0,0.0,1,1.0,1
17,1,45.0,29.0,6.0,46000.0,0.0,1,1.0,1
5,0,46.0,30.0,6.5,46000.0,0.0,1,1.0,1
17,1,40.0,24.0,6.5,48000.0,0.0,1,1.0,1
15,1,45.0,20.0,10.0,50000.0,0.0,1,1.0,1
14,1,45.0,29.0,6.0,50000.0,0.0,1,1.0,1
3,0,45.0,21.0,12.0,50000.0,0.0,1,1.0,1
14,1,45.0,30.0,9.0,50000.0,0.0,1,1.0,1
15,1,47.7,28.6,6.7,50000.0,0.0,1,1.0,1
7,1,40.0,28.0,6.0,50000.0,0.0,1,1.0,1
16,1,55.7,35.7,8.6,53000.0,0.0,1,1.0,1
13,1,54.0,33.0,9.0,53000.0,0.0,1,1.0,1
6,0,54.0,35.0,7.0,55000.0,0.0,1,1.0,1
5,1,46.0,7.0,,55000.0,0.0,1,1.0,1
8,1,58.0,31.0,12.0,55000.0,0.0,1,1.0,1
17,1,30.0,20.0,7.0,55000.0,0.0,1,1.0,1
18,1,43.0,17.0,10.0,55000.0,0.0,1,1.0,1
9,1,43.0,23.0,13.0,57000.0,0.0,1,1.0,1
0,1,60.2,41.6,6.6,60000.0,0.0,1,1.0,1
0,1,48.0,31.0,10.0,60000.0,0.0,1,1.0,1
7,0,67.0,36.0,12.0,60000.0,0.0,1,1.0,1
34,1,65.0,42.0,10.0,60000.0,0.0,1,1.0,1
15,1,60.0,13.0,,60000.0,0.0,1,1.0,1
7,0,60.0,42.0,6.0,60000.0,0.0,1,1.0,1
15,1,47.0,24.0,10.0,63000.0,0.0,1,1.0,1
18,1,80.0,38.0,13.0,70000.0,0.0,1,1.0,1
9,1,90.0,56.0,13.0,70000.0,0.0,1,1.0,1
3,0,60.0,36.0,12.0,70000.0,0.0,1,1.0,1
14,1,73.0,48.0,15.0,75000.0,0.0,1,1.0,1
10,1,108.0,14.0,,75000.0,0.0,1,1.0,1
25,1,75.0,56.0,7.0,75000.0,0.0,1,1.0,1
8,1,108.0,70.0,14.0,75000.0,0.0,1,1.0,1
0,0,110.7,20.0,,80000.0,0.0,1,,1
28,1,100.0,55.0,14.0,80000.0,0.0,1,1.0,1
16,1,90.0,50.0,12.0,80000.0,0.0,1,1.0,1
17,1,70.0,8.0,,85000.0,0.0,1,1.0,1
7,0,90.0,14.0,,85000.0,0.0,1,1.0,1
19,1,70.0,56.0,6.0,85000.0,0.0,1,1.0,1
19,1,100.0,50.0,15.0,95000.0,0.0,1,1.0,1
10,1,80.0,49.0,12.0,100000.0,0.0,1,1.0,1
15,1,80.0,45.0,9.0,110000.0,0.0,1,1.0,1
9,1,122.0,78.0,12.0,115000.0,0.0,1,1.0,1
10,0,100.0,,,119000.0,0.0,1,1.0,1
34,1,160.0,90.0,16.0,120000.0,0.0,1,1.0,1
8,1,76.0,39.0,12.0,120000.0,0.0,1,1.0,1
19,1,105.0,56.6,21.0,128000.0,0.0,1,1.0,1
15,1,77.0,,,130000.0,0.0,1,1.0,1
18,1,80.0,44.0,11.0,130000.0,0.0,1,1.0,1
5,0,100.0,66.0,10.0,145000.0,0.0,1,1.0,1
0,1,118.0,53.0,40.0,150000.0,0.0,1,1.0,1
5,0,77.0,50.0,,160000.0,0.0,1,1.0,1
16,1,80.0,,,160000.0,0.0,1,1.0,1
16,1,80.0,30.0,20.0,160000.0,0.0,1,1.0,1
10,1,80.0,50.0,10.0,160000.0,0.0,1,1.0,1
15,1,120.0,72.0,3.0,190000.0,0.0,1,1.0,1
15,1,117.0,80.0,15.0,190000.0,0.0,1,1.0,1
4,0,118.0,70.0,20.0,250000.0,0.0,1,1.0,1
16,1,250.0,180.0,20.0,270000.0,0.0,1,1.0,1
20,1,240.0,121.0,19.0,270000.0,0.0,1,1.0,1
19,1,240.0,210.0,14.0,300000.0,0.0,1,1.0,1
19,1,239.0,218.0,14.0,300000.0,0.0,1,1.0,1
15,1,220.0,,,300000.0,0.0,1,1.0,1
15,1,188.0,150.0,,320000.0,0.0,1,1.0,1
25,1,147.0,84.0,20.0,320000.0,0.0,1,1.0,1
3,0,147.0,15.0,,320000.0,0.0,1,1.0,1
3,0,146.0,,,320000.0,0.0,1,1.0,1
22,1,145.0,12.0,,350000.0,0.0,1,1.0,1
7,0,147.0,100.0,15.0,350000.0,0.0,1,1.0,1
5,0,34.5,19.0,6.5,25000.0,0.0,1,1.0,1
15,1,37.0,20.0,9.0,30000.0,0.0,1,1.0,0
20,1,35.0,20.0,10.0,32000.0,0.0,1,1.0,1
4,0,35.0,20.0,10.0,32000.0,0.0,1,1.0,1
8,0,38.0,24.0,6.0,35000.0,0.0,1,1.0,1
20,1,39.0,19.0,8.0,35000.0,0.0,1,1.0,1
17,1,38.0,19.0,10.0,35000.0,0.0,1,1.0,1
15,1,35.0,8.0,,35000.0,0.0,1,1.0,1
19,1,37.0,20.0,8.0,36000.0,0.0,1,1.0,1
15,1,40.0,22.0,10.0,37000.0,0.0,1,1.0,1
7,1,41.0,21.0,12.0,37000.0,0.0,1,1.0,1
0,1,45.0,20.0,13.0,38000.0,0.0,1,1.0,1
5,0,28.0,17.0,7.0,39000.0,0.0,1,1.0,1
5,0,33.0,18.0,7.0,39000.0,0.0,1,1.0,1
15,1,75.0,44.0,10.0,50000.0,0.0,1,1.0,1
4,1,80.0,60.0,10.0,70000.0,0.0,1,1.0,1
7,1,62.2,,,55000.0,0.0,1,1.0,1
3,1,51.0,35.0,9.0,50000.0,0.0,1,1.0,1
4,1,52.1,30.4,8.8,55000.0,0.0,1,1.0,1
19,1,40.0,20.0,11.0,32000.0,0.0,1,1.0,1
20,1,40.0,20.0,8.0,35000.0,0.0,1,1.0,1
5,1,50.0,34.0,8.0,40000.0,0.0,1,1.0,1
13,1,45.0,30.0,7.0,42000.0,0.0,1,1.0,1
10,1,63.0,35.0,12.0,45000.0,0.0,1,1.0,1
15,1,38.0,18.0,7.0,28000.0,0.0,1,1.0,1
11,1,32.0,20.0,6.0,29000.0,0.0,1,1.0,1
13,1,38.0,18.0,6.0,30000.0,0.0,1,1.0,1
5,0,35.0,19.0,8.5,32000.0,0.0,1,1.0,1
7,1,38.0,20.0,9.0,32000.0,0.0,1,1.0,1
5,1,33.0,20.0,7.0,33000.0,0.0,1,1.0,1
23,1,40.0,21.0,10.0,33000.0,0.0,1,1.0,1
19,1,60.0,10.0,,35000.0,0.0,1,1.0,1
16,1,32.0,18.0,7.0,35000.0,0.0,1,1.0,1
12,1,37.0,19.0,7.0,35000.0,0.0,1,1.0,1
10,1,35.0,20.0,9.0,35000.0,0.0,1,1.0,1
8,1,44.0,,,35000.0,0.0,1,1.0,0
14,1,59.0,35.0,9.0,36000.0,0.0,1,1.0,1
5,1,38.0,19.0,8.0,37000.0,0.0,1,1.0,1
12,1,47.0,30.0,7.0,38000.0,0.0,1,1.0,1
6,1,33.0,7.0,,38000.0,0.0,1,1.0,1
10,1,46.0,28.0,6.0,40000.0,0.0,1,1.0,1
8,1,45.0,32.0,6.0,40000.0,0.0,1,1.0,1
7,1,47.0,34.0,8.0,40000.0,0.0,1,1.0,1
