metro_minutes,metro_walking,total_area,living_area,kitchen_area,price,utilities_amount,utilities_included,prepayment_months,is_long_rental_term
0,0,32.0,8.0,,35000.0,0.0,1,,1
12,1,45.0,33.0,7.0,35000.0,0.0,1,1.0,1
9,1,40.0,18.0,6.0,35000.0,0.0,1,1.0,1
7,1,30.0,16.0,6.0,35000.0,0.0,1,1.0,1
13,1,48.0,30.0,7.0,35000.0,0.0,1,1.0,1
3,0,45.0,29.0,6.0,35000.0,0.0,1,1.0,1
8,1,36.0,20.0,10.0,35000.0,0.0,1,1.0,1
7,1,24.0,12.0,5.0,36000.0,0.0,1,1.0,1
19,1,38.0,21.0,8.5,37000.0,0.0,1,1.0,1
3,1,35.0,19.0,9.0,38000.0,0.0,1,1.0,1
13,1,35.0,21.0,6.5,38000.0,0.0,1,1.0,1
5,0,52.0,29.2,8.1,38000.0,0.0,1,1.0,1
10,1,45.0,7.0,,38000.0,0.0,1,1.0,1
9,1,23.0,20.0,3.0,38000.0,0.0,1,1.0,1
4,1,46.0,6.0,,39000.0,0.0,1,1.0,1
10,1,38.5,20.0,10.0,39700.0,0.0,1,1.0,1
9,1,45.8,29.3,6.0,40000.0,0.0,1,1.0,1
19,1,40.0,20.0,10.0,40000.0,0.0,1,1.0,1
14,1,52.0,9.0,,40000.0,0.0,1,1.0,1
7,1,36.0,19.0,8.0,41000.0,0.0,1,1.0,1
8,1,34.0,20.0,8.0,41000.0,0.0,1,1.0,1
20,1,44.0,27.0,6.0,42000.0,0.0,1,1.0,1
4,1,48.0,32.0,7.0,42000.0,0.0,1,1.0,1
1,1,45.0,25.0,12.0,42000.0,0.0,1,1.0,1
3,1,45.0,12.0,23.0,44000.0,0.0,1,1.0,1
10,1,45.2,23.0,8.0,45000.0,0.0,1,1.0,1
15,1,47.0,31.0,6.0,45000.0,0.0,1,1.0,1
12,1,42.0,28.0,6.0,45000.0,0.0,1,1.0,1
13,1,60.0,40.0,6.0,45000.0,0.0,1,1.0,1
6,1,47.0,29.0,6.0,45000.0,0.0,1,1.0,1
14,1,45.0,31.0,7.0,45000.0,0.0,1,1.0,1
4,1,45.0,28.0,15.0,45000.0,0.0,1,1.0,1
12,1,46.0,29.0,6.7,45000.0,0.0,1,1.0,1
5,1,42.0,20.0,15.0,45000.0,0.0,1,1.0,1
1,1,65.0,34.0,11.0,45000.0,0.0,1,1.0,1
7,1,40.0,16.0,18.0,45000.0,0.0,1,1.0,1
7,1,45.0,28.0,7.0,45000.0,0.0,1,1.0,1
5,1,57.0,38.0,12.0,45000.0,0.0,1,1.0,1
18,1,52.0,10.0,,47000.0,0.0,1,1.0,1
3,1,42.0,14.0,14.0,48000.0,0.0,1,1.0,1
11,1,48.0,25.0,12.0,48000.0,0.0,1,1.0,1
4,1,41.5,24.0,11.0,48000.0,0.0,1,1.0,1
4,1,58.0,35.0,10.0,48000.0,0.0,1,1.0,1
14,1,65.0,46.0,7.0,50000.0,0.0,1,1.0,1
5,1,52.0,29.0,8.0,50000.0,0.0,1,2.0,1
14,1,63.0,45.0,7.0,50000.0,0.0,1,1.0,1
8,1,48.4,33.0,8.0,50000.0,0.0,1,,1
3,1,54.0,33.0,10.0,50000.0,0.0,1,1.0,1
5,1,52.0,30.0,8.5,50000.0,0.0,1,1.0,1
4,1,47.0,20.0,8.0,50000.0,0.0,1,1.0,1
10,1,68.0,53.0,7.0,53000.0,0.0,1,1.0,1
2,1,56.0,36.0,10.0,55000.0,0.0,1,1.0,1
1,1,72.0,42.0,12.0,55000.0,0.0,1,1.0,1
3,1,68.0,34.0,15.0,55000.0,0.0,1,1.0,1
4,1,80.0,44.0,12.0,55000.0,0.0,1,1.0,1
19,1,62.0,33.9,6.0,57000.0,0.0,1,1.0,1
9,1,53.0,31.0,9.0,58500.0,0.0,1,1.0,1
7,1,46.0,36.0,8.0,60000.0,0.0,1,1.0,1
6,1,74.0,42.0,19.0,60000.0,0.0,1,1.0,1
4,1,60.0,26.0,19.0,60000.0,0.0,1,1.0,1
10,1,60.0,,,60000.0,0.0,1,1.0,1
3,1,109.0,48.6,13.9,115000.0,0.0,1,1.0,1
0,1,38.0,18.0,8.0,30000.0,0.0,1,1.0,0
11,1,30.0,18.0,6.0,30000.0,0.0,1,1.0,1
2,1,38.0,20.0,9.0,30000.0,0.0,1,1.0,1
25,1,36.0,20.0,7.0,30000.0,0.0,1,1.0,1
4,1,35.0,19.5,7.5,30000.0,0.0,1,1.0,1
1,1,37.0,,,32000.0,0.0,1,1.0,1
18,1,32.0,19.0,6.0,33000.0,0.0,1,1.0,1
13,1,50.0,35.0,8.0,37000.0,0.0,1,1.0,1
9,1,52.3,30.5,8.8,37000.0,0.0,1,1.0,1
9,1,35.0,20.0,5.0,38000.0,0.0,1,1.0,1
3,1,38.0,19.0,7.8,38000.0,0.0,1,1.0,1
18,1,50.0,27.0,7.0,38000.0,0.0,1,1.0,1
6,1,45.0,29.1,6.0,39000.0,0.0,1,1.0,1
3,1,53.0,33.0,10.0,40000.0,0.0,1,1.0,1
12,1,50.0,34.0,6.0,40000.0,0.0,1,1.0,1
15,1,56.0,30.0,7.5,40000.0,0.0,1,1.0,1
10,1,46.0,,,40000.0,0.0,1,1.0,1
10,1,35.0,,,41000.0,0.0,1,1.0,1
8,1,35.0,30.0,,41000.0,0.0,1,1.0,1
12,1,36.0,16.0,8.0,42000.0,0.0,1,1.0,1
10,1,54.0,31.0,13.0,42000.0,0.0,1,1.0,1
0,1,57.0,34.0,11.0,43000.0,0.0,1,1.0,1
10,1,46.0,13.0,,43000.0,0.0,1,1.0,1
1,1,62.0,37.0,12.0,45000.0,0.0,1,1.0,1
9,1,52.1,30.4,8.6,45000.0,0.0,1,1.0,1
10,1,48.0,20.0,15.0,45000.0,0.0,1,,1
7,1,60.0,,,45000.0,0.0,1,1.0,1
14,1,47.0,30.0,6.0,45000.0,0.0,1,1.0,1
13,1,47.0,28.3,7.0,45000.0,0.0,1,1.0,1
3,1,45.0,17.0,11.0,45000.0,0.0,1,1.0,1
20,1,62.0,30.0,9.0,45000.0,0.0,1,1.0,1
6,1,51.9,30.0,9.0,45000.0,0.0,1,1.0,1
10,1,23.0,,,46000.0,0.0,1,1.0,1
2,1,62.0,32.0,11.0,46000.0,0.0,1,1.0,1
20,1,68.0,37.0,7.0,47000.0,0.0,1,1.0,1
4,1,56.0,32.0,16.0,47000.0,0.0,1,1.0,1
6,1,28.0,,,49000.0,0.0,1,1.0,1
6,1,34.0,,,49000.0,0.0,1,1.0,1
12,1,48.0,29.0,7.0,49000.0,0.0,1,1.0,1
8,1,61.0,40.0,7.0,49000.0,0.0,1,1.0,1
0,1,53.5,32.3,8.0,50000.0,0.0,1,1.0,1
12,1,63.0,,,50000.0,0.0,1,1.0,1
7,1,52.0,30.0,12.0,50000.0,0.0,1,1.0,1
15,1,63.0,46.0,7.0,50000.0,0.0,1,1.0,1
10,1,65.0,35.0,13.0,50000.0,0.0,1,1.0,1
9,1,63.0,37.0,14.0,53000.0,0.0,1,1.0,1
6,1,59.0,34.0,10.0,55000.0,0.0,1,1.0,1
5,1,53.0,10.0,,55000.0,0.0,1,1.0,1
3,1,50.0,19.0,10.0,55000.0,0.0,1,1.0,1
7,1,58.0,,,57000.0,0.0,1,1.0,1
5,1,55.0,28.0,17.0,57000.0,0.0,1,1.0,1
11,1,53.0,,,58500.0,0.0,1,1.0,1
4,1,55.0,36.0,12.0,59000.0,0.0,1,1.0,1
5,1,67.0,,,62000.0,0.0,1,1.0,1
11,1,66.0,,,65500.0,0.0,1,1.0,1
7,1,60.0,46.0,10.0,65000.0,0.0,1,1.0,1
10,1,40.0,28.0,,70000.0,0.0,1,1.0,1
11,1,75.0,11.0,,75000.0,0.0,1,1.0,1
7,1,88.0,56.0,10.0,75000.0,0.0,1,1.0,1
5,1,78.3,,,80000.0,0.0,1,1.0,1
7,1,101.0,63.0,10.0,80000.0,0.0,1,1.0,1
4,1,90.0,50.0,13.0,125000.0,0.0,1,1.0,0
8,1,41.4,18.0,9.9,47000.0,0.0,1,1.0,1
3,1,40.0,25.0,13.0,50000.0,0.0,1,1.0,1
7,1,75.0,,,70000.0,0.0,1,1.0,1
5,0,32.1,18.1,6.0,30000.0,0.0,1,1.0,1
2,1,38.0,20.0,10.0,35000.0,0.0,1,1.0,1
3,1,39.0,7.0,,35000.0,0.0,1,1.0,1
8,1,24.0,20.0,4.0,37000.0,0.0,1,1.0,0
12,1,46.0,32.0,6.0,38000.0,0.0,1,1.0,1
14,1,38.0,,,38000.0,0.0,1,1.0,1
8,1,34.0,,,39000.0,0.0,1,1.0,1
5,1,52.0,31.0,9.5,39000.0,0.0,1,1.0,1
5,1,38.0,28.0,7.0,39000.0,0.0,1,1.0,1
6,1,52.0,32.0,9.0,40000.0,0.0,1,1.0,1
10,1,33.0,18.0,7.0,40000.0,0.0,1,1.0,1
6,1,48.0,,,40000.0,0.0,1,1.0,1
15,1,42.0,20.0,8.0,40000.0,0.0,1,1.0,1
19,1,46.0,30.0,6.0,55000.0,0.0,1,1.0,1
4,0,45.0,32.0,8.0,36000.0,0.0,1,1.0,1
3,0,45.0,32.0,6.0,45000.0,0.0,1,1.0,1
3,0,46.0,32.0,6.0,52000.0,0.0,1,1.0,1
0,1,33.0,18.7,6.0,30000.0,0.0,1,1.0,1
7,0,35.0,20.0,7.0,30000.0,0.0,1,1.0,1
20,1,46.0,29.0,5.0,30000.0,0.0,1,1.0,1
5,0,44.0,26.0,6.0,31000.0,0.0,1,1.0,1
0,1,45.0,30.0,6.0,35000.0,0.0,1,1.0,1
6,0,42.0,28.0,5.0,35000.0,0.0,1,1.0,1
18,1,37.0,17.0,7.0,35000.0,0.0,1,1.0,1
6,0,39.0,19.0,9.0,35000.0,0.0,1,1.0,1
20,1,45.0,31.0,6.0,35000.0,0.0,1,1.0,1
3,0,40.0,20.0,9.0,35000.0,0.0,1,1.0,1
12,1,37.8,22.7,8.5,35000.0,0.0,1,1.0,1
17,1,33.0,10.0,,40000.0,0.0,1,1.0,1
4,0,76.0,26.0,10.0,40000.0,0.0,1,1.0,1
18,1,31.0,6.0,,43000.0,0.0,1,1.0,1
16,1,42.0,26.0,7.0,44000.0,0.0,1,1.0,1
17,1,41.0,25.0,6.0,45000.0,0.0,1,1.0,1
15,1,32.0,10.0,20.0,45000.0,0.0,1,1.0,1
12,1,40.0,23.7,6.5,50000.0,0.0,1,,1
17,1,40.0,12.0,,55000.0,0.0,1,1.0,1
16,1,52.0,30.0,8.0,60000.0,0.0,1,1.0,1
22,1,80.0,56.0,10.0,65000.0,0.0,1,1.0,1
20,1,25.0,16.0,6.0,27000.0,0.0,1,1.0,1
20,1,33.0,20.0,6.0,28000.0,0.0,1,1.0,1
24,1,36.0,19.0,6.0,28000.0,0.0,1,1.0,1
23,1,31.0,17.0,7.0,30000.0,0.0,1,1.0,1
4,0,42.0,28.0,6.0,30000.0,0.0,1,1.0,1
5,0,39.0,19.1,9.0,35000.0,0.0,1,1.0,1
15,1,40.0,19.0,10.0,40000.0,0.0,1,1.0,1
10,0,54.0,32.0,10.0,40000.0,0.0,1,1.0,1
15,1,39.1,17.1,9.0,40000.0,0.0,1,1.0,1
28,1,45.0,6.0,,40000.0,0.0,1,1.0,1
3,0,60.0,35.0,10.0,40000.0,0.0,1,1.0,1
10,0,56.0,32.0,10.5,42000.0,0.0,1,1.0,1
0,0,41.0,6.0,,45000.0,0.0,1,,1
20,1,58.0,40.0,6.0,45000.0,0.0,1,1.0,1
19,1,39.0,,,47000.0,0.0,1,1.0,1
17,1,36.0,21.0,,50000.0,0.0,1,1.0,1
28,1,70.0,,,55000.0,0.0,1,1.0,1
15,1,45.0,,,55000.0,0.0,1,1.0,1
14,1,40.0,20.0,9.0,33000.0,0.0,1,1.0,1
15,1,38.0,,,36000.0,0.0,1,2.0,1
19,1,45.0,36.0,6.0,38000.0,0.0,1,1.0,1
4,0,42.2,36.0,5.3,45000.0,0.0,1,1.0,1
10,1,37.7,17.0,9.0,47000.0,0.0,1,1.0,1
15,1,67.0,48.0,6.0,48000.0,0.0,1,1.0,1
26,1,58.0,40.0,6.0,50000.0,0.0,1,1.0,1
17,1,40.0,15.0,12.0,50000.0,0.0,1,1.0,1
15,0,76.0,50.0,10.0,60000.0,0.0,1,1.0,1
12,1,60.0,32.2,13.2,67000.0,0.0,1,2.0,1
17,1,84.0,47.0,14.0,75000.0,0.0,1,1.0,0
23,1,36.0,,,33000.0,0.0,1,1.0,1
10,0,42.0,28.0,5.0,35000.0,0.0,1,1.0,1
18,1,33.0,,,40000.0,0.0,1,1.0,1
26,1,42.6,28.4,9.0,45000.0,0.0,1,1.0,1
18,1,39.1,17.1,9.0,45000.0,0.0,1,2.0,1
17,1,52.0,30.0,8.0,63000.0,0.0,1,1.0,1
8,1,105.0,65.0,,250000.0,0.0,1,1.0,1
11,1,150.0,120.0,,350000.0,0.0,1,1.0,1
0,1,245.0,18.0,,1100000.0,0.0,1,,1
4,1,190.0,,,1200000.0,0.0,1,1.0,1
5,1,80.0,60.0,10.0,70000.0,0.0,1,1.0,1
3,1,80.0,,,250000.0,0.0,1,1.0,1
7,1,130.0,,,260000.0,0.0,1,1.0,1
7,1,140.0,90.0,20.0,330000.0,0.0,1,1.0,1
9,1,175.0,106.0,18.0,330000.0,0.0,1,1.0,1
5,1,150.0,,,350000.0,0.0,1,1.0,1
6,1,200.0,115.0,20.0,400000.0,0.0,1,1.0,1
7,1,227.0,,,500000.0,0.0,1,1.0,1
5,1,171.0,114.0,19.0,500000.0,0.0,1,1.0,1
12,1,151.0,,,800000.0,0.0,1,1.0,1
0,1,250.0,180.0,,1100000.0,0.0,1,1.0,1
5,1,190.0,,,1200000.0,0.0,1,1.0,1
6,1,300.0,240.0,,1500000.0,0.0,1,1.0,1
5,1,318.0,175.0,30.0,2500000.0,0.0,1,1.0,1
5,1,110.0,76.0,15.0,200000.0,0.0,1,1.0,1
2,1,100.0,,,230000.0,0.0,1,1.0,1
8,1,175.0,106.0,18.0,330000.0,0.0,1,1.0,1
6,1,100.0,7.0,,400000.0,0.0,1,1.0,1
5,1,230.0,135.0,11.0,420000.0,0.0,1,1.0,1
7,1,150.9,,,800000.0,0.0,1,1.0,1
6,1,233.0,25.0,,1200000.0,0.0,1,1.0,1
8,1,240.0,,,1200000.0,0.0,1,1.0,1
6,1,270.0,,,1300000.0,0.0,1,1.0,1
7,1,270.0,,,,0.0,1,1.0,1
5,1,320.0,,,2500000.0,0.0,1,1.0,1
9,1,358.0,,,3000000.0,0.0,1,1.0,1
9,1,358.0,,,3000000.0,0.0,1,1.0,1
9,1,140.0,,,270000.0,0.0,1,1.0,1
11,1,260.0,177.0,27.0,400000.0,0.0,1,1.0,1
5,1,251.0,166.0,23.0,400000.0,0.0,1,1.0,1
9,1,180.0,130.0,20.0,750000.0,0.0,1,1.0,1
4,1,560.0,276.0,43.0,2000000.0,0.0,1,1.0,1
10,1,150.0,100.0,20.0,260000.0,0.0,1,1.0,1
5,1,140.0,94.0,12.0,270000.0,0.0,1,1.0,1
9,1,150.0,105.0,,850000.0,0.0,1,1.0,1
8,1,80.0,43.0,14.0,90000.0,0.0,1,1.0,1
10,1,89.0,62.0,15.0,200000.0,0.0,1,1.0,1
10,1,130.0,,,230000.0,0.0,1,1.0,1
10,1,190.0,152.0,,400000.0,0.0,1,1.0,1
6,1,180.0,,,400000.0,0.0,1,1.0,1
0,1,190.0,20.0,,750000.0,0.0,1,,1
8,1,233.0,148.0,19.0,1200000.0,0.0,1,1.0,1
3,1,45.0,31.0,7.0,60000.0,0.0,1,1.0,1
3,1,111.7,,,190000.0,0.0,1,1.0,1
6,1,89.0,53.0,15.0,200000.0,0.0,1,1.0,1
10,1,130.0,95.0,,230000.0,0.0,1,1.0,1
4,1,160.0,,,250000.0,0.0,1,1.0,1
5,1,75.0,60.0,10.0,250000.0,0.0,1,1.0,1
10,1,150.0,120.0,,270000.0,0.0,1,1.0,1
5,1,140.0,,,300000.0,0.0,1,1.0,1
15,1,180.0,100.0,16.0,300000.0,0.0,1,1.0,1
6,1,150.0,95.0,12.0,350000.0,0.0,1,1.0,1
3,1,180.0,150.0,22.0,350000.0,0.0,1,1.0,1
9,1,120.0,,,350000.0,0.0,1,1.0,1
10,1,205.0,120.0,15.0,400000.0,0.0,1,1.0,1
7,1,190.0,70.0,60.0,400000.0,0.0,1,1.0,1
12,1,220.0,,,550000.0,0.0,1,1.0,1
6,1,190.0,,,750000.0,0.0,1,1.0,1
9,1,122.0,,,850000.0,0.0,1,1.0,1
0,1,273.1,,,1500000.0,0.0,1,1.0,1
10,1,300.0,200.0,,1500000.0,0.0,1,1.0,1
2,1,45.0,,,110000.0,0.0,1,1.0,1
13,1,77.0,50.0,8.0,170000.0,0.0,1,1.0,1
5,1,89.0,7.0,,200000.0,0.0,1,1.0,1
7,1,116.0,80.0,20.0,220000.0,0.0,1,1.0,1
8,1,150.0,75.0,15.0,280000.0,0.0,1,1.0,1
5,1,221.8,16.0,,330000.0,0.0,1,1.0,1
5,1,175.0,110.0,5.0,440000.0,0.0,1,1.0,1
6,1,112.0,15.0,,490000.0,0.0,1,1.0,1
0,1,207.8,37.0,,550000.0,0.0,1,,1
6,1,160.0,,,600000.0,0.0,1,1.0,1
3,1,38.0,22.0,10.0,60000.0,0.0,1,1.0,1
16,1,80.0,36.0,15.0,170000.0,0.0,1,1.0,1
4,1,86.0,50.0,20.0,200000.0,0.0,1,1.0,1
8,1,138.0,12.0,,270000.0,0.0,1,1.0,1
8,1,145.0,25.0,,280000.0,0.0,1,1.0,1
8,1,90.0,,,360000.0,0.0,1,1.0,1
5,1,190.0,,,500000.0,0.0,1,1.0,1
10,1,178.0,,,700000.0,0.0,1,1.0,1
8,1,80.0,55.0,10.0,100000.0,0.0,1,1.0,1
8,1,80.0,63.0,10.0,120000.0,0.0,1,1.0,1
15,1,100.0,69.0,10.0,175000.0,0.0,1,1.0,1
7,1,80.0,68.0,10.0,180000.0,0.0,1,1.0,1
6,1,117.0,85.0,15.0,200000.0,0.0,1,1.0,1
10,1,96.0,46.0,14.0,200000.0,0.0,1,1.0,1
6,1,70.0,34.0,16.0,300000.0,0.0,1,1.0,1
0,1,140.0,95.0,10.0,300000.0,0.0,1,1.0,1
10,1,143.0,90.0,20.0,330000.0,0.0,1,1.0,1
4,1,165.0,132.0,,350000.0,0.0,1,1.0,1
8,1,150.0,90.0,10.0,350000.0,0.0,1,1.0,1
9,1,190.0,102.0,20.0,400000.0,0.0,1,1.0,1
7,1,142.0,74.0,10.0,650000.0,0.0,1,1.0,1
0,1,430.0,19.0,,1000000.0,0.0,1,,1
4,1,500.0,400.0,,1200000.0,0.0,1,1.0,1
8,1,300.0,150.0,20.0,1300000.0,0.0,1,1.0,1
0,1,290.0,215.0,30.0,,0.0,1,1.0,1
5,1,350.0,184.0,24.0,1400000.0,0.0,1,1.0,1
14,1,50.0,22.0,10.0,50000.0,0.0,1,1.0,1
4,1,27.0,15.0,4.0,65000.0,0.0,1,1.0,1
5,1,72.0,,,70000.0,0.0,1,1.0,1
10,1,52.0,9.0,,80000.0,0.0,1,1.0,1
10,1,100.0,83.0,8.0,140000.0,0.0,1,1.0,1
12,1,100.0,18.0,,150000.0,0.0,1,,1
7,1,142.0,74.0,25.0,150000.0,0.0,1,1.0,1
4,1,135.0,104.0,10.0,185000.0,0.0,1,1.0,1
3,1,112.0,73.0,15.0,190000.0,0.0,1,1.0,1
8,1,108.0,62.0,22.0,190000.0,0.0,1,1.0,1
13,1,96.0,,,200000.0,0.0,1,1.0,1
3,1,150.0,16.0,,200000.0,0.0,1,1.0,1
10,1,115.0,77.0,13.0,200000.0,0.0,1,1.0,1
6,1,120.0,20.0,,199999.0,0.0,1,1.0,1
8,1,120.0,66.0,20.0,220000.0,0.0,1,1.0,1
7,1,180.0,25.0,,250000.0,0.0,1,1.0,1
4,1,160.0,114.0,18.0,250000.0,0.0,1,1.0,1
5,1,150.0,11.0,,250000.0,0.0,1,1.0,1
5,1,185.0,,,299000.0,0.0,1,1.0,1
5,1,160.0,,,300000.0,0.0,1,1.0,1
6,1,185.0,124.0,16.0,300000.0,0.0,1,1.0,1
4,1,165.0,22.0,,320000.0,0.0,1,1.0,1
7,1,140.0,,,330000.0,0.0,1,1.0,1
3,1,75.0,10.0,,350000.0,0.0,1,1.0,1
7,1,180.0,103.0,22.0,380000.0,0.0,1,1.0,1
5,1,200.0,,,380000.0,0.0,1,1.0,1
10,1,160.0,128.0,,400000.0,0.0,1,2.0,1
9,1,190.0,15.0,,400000.0,0.0,1,1.0,1
4,1,170.0,125.0,20.0,400000.0,0.0,1,1.0,1
12,1,140.0,112.0,,450000.0,0.0,1,1.0,1
0,1,210.8,20.0,,550000.0,0.0,1,,1
9,1,164.0,95.0,15.0,700000.0,0.0,1,1.0,1
0,1,379.0,,,1200000.0,0.0,1,,1
5,1,200.0,18.0,,1250000.0,0.0,1,1.0,1
9,1,300.0,,,1300000.0,0.0,1,1.0,1
0,1,350.0,20.0,,1400000.0,0.0,1,,1
7,1,340.0,290.0,20.0,2500000.0,0.0,1,1.0,1
9,1,700.0,,,2500000.0,0.0,1,1.0,1
3,1,35.0,19.0,6.0,43000.0,0.0,1,1.0,1
5,1,29.0,,,65000.0,0.0,1,1.0,1
5,1,45.0,30.0,8.0,70000.0,0.0,1,1.0,1
8,1,50.0,31.0,9.0,73000.0,0.0,1,1.0,1
3,1,38.6,24.0,6.0,82400.0,0.0,1,1.0,1
11,1,60.0,49.0,8.0,90000.0,0.0,1,1.0,1
15,1,80.0,60.0,8.0,120000.0,0.0,1,1.0,1
6,1,58.0,,,120000.0,0.0,1,,1
10,1,59.7,49.0,4.0,123700.0,0.0,1,1.0,1
11,1,83.0,66.0,,135000.0,0.0,1,1.0,1
10,1,100.0,83.0,8.0,140000.0,0.0,1,1.0,1
6,1,65.0,50.0,6.0,140000.0,0.0,1,1.0,1
7,1,143.0,113.0,18.0,150000.0,0.0,1,1.0,1
8,1,100.0,68.0,18.0,150000.0,0.0,1,1.0,1
7,1,110.0,61.0,9.0,150000.0,0.0,1,1.0,1
9,1,143.0,74.0,25.0,150000.0,0.0,1,1.0,1
8,1,107.0,57.0,12.0,155000.0,0.0,1,1.0,1
5,1,142.0,88.0,15.0,160000.0,0.0,1,1.0,1
6,1,117.0,,,160000.0,0.0,1,1.0,1
5,1,145.0,75.0,15.0,160000.0,0.0,1,1.0,1
20,1,78.0,55.0,10.0,170000.0,0.0,1,1.0,1
12,1,60.0,,,170000.0,0.0,1,,1
9,1,73.0,40.0,20.0,170000.0,0.0,1,1.0,1
5,1,85.0,43.0,16.0,175000.0,0.0,1,1.0,1
2,1,80.0,,,180000.0,0.0,1,1.0,1
5,1,135.0,100.0,10.0,185000.0,0.0,1,1.0,1
5,1,135.0,,,185000.0,0.0,1,1.0,1
11,1,108.0,,,190000.0,0.0,1,1.0,1
5,1,111.7,89.0,,190000.0,0.0,1,1.0,1
3,1,112.0,,,190000.0,0.0,1,1.0,1
7,1,89.0,,,200000.0,0.0,1,1.0,1
7,1,105.0,,,220000.0,0.0,1,1.0,1
9,1,130.0,,,230000.0,0.0,1,1.0,1
7,1,210.0,125.0,33.0,250000.0,0.0,1,1.0,1
7,1,75.0,,,250000.0,0.0,1,1.0,1
9,1,70.0,,,250000.0,0.0,1,1.0,1
7,1,44.0,27.0,6.0,47000.0,0.0,1,1.0,1
19,1,38.0,20.0,10.0,37000.0,0.0,1,1.0,1
4,1,44.0,28.0,6.0,45000.0,0.0,1,1.0,1
14,1,36.0,23.0,8.0,28000.0,0.0,1,1.0,1
14,1,36.0,23.0,8.0,29000.0,0.0,1,1.0,1
2,0,35.0,19.0,10.0,37000.0,0.0,1,1.0,1
15,1,33.0,20.0,9.0,40000.0,0.0,1,1.0,1
0,1,51.0,30.0,8.0,45000.0,0.0,1,1.0,1
10,1,40.0,20.0,8.0,50000.0,0.0,1,1.0,1
28,1,32.0,20.0,6.0,15000.0,0.0,1,1.0,1
15,1,35.0,20.0,8.0,25000.0,0.0,1,1.0,1
12,1,34.0,20.0,8.0,25000.0,0.0,1,1.0,1
13,1,15.0,,,26000.0,0.0,1,1.0,1
15,1,17.0,12.0,3.0,26000.0,0.0,1,1.0,1
15,1,32.0,15.0,6.0,27000.0,0.0,1,1.0,1
15,1,15.0,11.0,3.0,27000.0,0.0,1,1.0,0
16,1,33.0,19.0,7.0,30000.0,0.0,1,1.0,1
7,1,38.0,25.0,8.0,30000.0,0.0,1,1.0,1
10,0,30.3,19.0,6.0,30000.0,0.0,1,1.0,1
5,0,33.0,19.0,6.0,33000.0,0.0,1,1.0,1
15,1,38.0,21.0,10.0,35000.0,0.0,1,1.0,1
14,1,16.0,13.0,,35000.0,0.0,1,1.0,1
6,1,30.0,15.0,5.0,35000.0,0.0,1,1.0,1
0,1,42.0,21.0,10.0,35000.0,0.0,1,1.0,1
14,1,40.0,21.0,9.0,35000.0,0.0,1,1.0,1
4,0,45.0,32.0,5.5,35000.0,0.0,1,1.0,1
18,1,38.0,10.0,,35000.0,0.0,1,1.0,1
13,1,33.0,18.0,6.0,36000.0,0.0,1,1.0,1
18,1,56.0,43.0,7.0,37000.0,0.0,1,,0
2,0,43.0,26.0,6.0,37990.0,0.0,1,1.0,1
3,0,44.0,29.0,7.0,38000.0,0.0,1,1.0,1
12,1,38.0,20.0,9.0,40000.0,0.0,1,1.0,1
15,1,54.0,32.0,10.0,42000.0,0.0,1,1.0,1
8,1,50.0,22.0,10.0,42000.0,0.0,1,1.0,1
10,1,53.0,35.0,9.0,42000.0,0.0,1,1.0,1
10,1,60.0,48.0,6.0,43000.0,0.0,1,1.0,1
8,1,64.6,39.0,8.0,44000.0,0.0,1,1.0,1
15,1,39.0,25.0,7.0,45000.0,0.0,1,1.0,1
12,1,60.0,,,45000.0,0.0,1,1.0,1
19,1,47.8,,,49000.0,0.0,1,1.0,1
13,1,54.0,35.0,7.0,50000.0,0.0,1,1.0,1
10,1,95.0,55.0,25.0,55000.0,0.0,1,1.0,1
7,1,86.0,45.0,15.0,65000.0,0.0,1,1.0,1
18,1,74.0,47.0,12.0,65000.0,0.0,1,1.0,1
12,1,63.0,42.0,9.0,70000.0,0.0,1,1.0,1
7,1,118.0,67.0,14.0,90000.0,0.0,1,1.0,1
7,1,169.0,99.0,20.0,120000.0,0.0,1,1.0,1
20,1,16.0,13.0,,24500.0,0.0,1,1.0,1
3,0,33.0,19.0,6.0,25000.0,0.0,1,1.0,1
5,0,30.0,18.0,6.0,28000.0,0.0,1,1.0,1
9,1,35.0,18.0,10.0,30000.0,0.0,1,1.0,1
10,1,42.5,30.0,6.0,32000.0,0.0,1,1.0,1
15,1,38.0,22.0,10.0,35000.0,0.0,1,1.0,1
15,1,38.0,21.0,10.0,35000.0,0.0,1,1.0,1
9,1,38.1,17.0,10.0,36000.0,0.0,1,1.0,1
6,1,50.0,20.0,11.0,38000.0,0.0,1,1.0,1
17,1,42.2,28.0,5.5,38000.0,0.0,1,1.0,1
15,1,45.0,33.0,6.0,40000.0,0.0,1,1.0,1
4,1,34.0,19.0,7.0,40000.0,0.0,1,1.0,1
19,1,42.0,,,40000.0,0.0,1,1.0,1
14,1,44.0,34.0,6.0,40000.0,0.0,1,1.0,1
12,1,52.0,32.0,10.0,42000.0,0.0,1,1.0,1
10,1,51.0,34.0,9.0,45000.0,0.0,1,1.0,1
13,1,54.0,31.0,9.0,45000.0,0.0,1,1.0,1
10,1,67.0,44.0,6.5,47000.0,0.0,1,1.0,0
18,1,52.0,32.0,10.0,48000.0,0.0,1,1.0,1
10,1,49.0,31.0,6.0,50000.0,0.0,1,1.0,1
21,1,45.0,29.0,6.0,50000.0,0.0,1,1.0,1
