id,ceiling_height,metro_minutes,metro_walking,total_area,living_area,kitchen_area,price,utilities_amount,utilities_included,prepayment_months,is_long_rental_term,rooms_count,types_room,floor,house_floor,house_type,parking,renovation,count_loggia,count_balcony,view_of_courtyard,view_of_street,combined_bathroom_count,separate_bathroom_count,is_child,is_pet,room_furniture,kitchen_furniture,bath,shower_cabin,washing_machine,air_conditioner,dishwasher,tv,fridge,internet,telephone,count_passenger_lift,count_freight_lift,is_garbage_chute
272724345,,0,1,48.0,30.0,8.0,60000.0,0.0,1,1.0,1,2.0,,4,8,,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,
267718913,2.8,10,1,54.0,33.0,10.0,60000.0,0.0,1,1.0,1,2.0,,4,12,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,
272807808,2.64,17,1,59.0,,,60000.0,0.0,1,1.0,1,2.0,", Оба варианта",8,9,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274872974,,10,1,74.0,32.0,12.0,60000.0,0.0,1,1.0,1,2.0,", Изолированная",2,20,,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0
274183696,,20,1,57.2,,,60000.0,0.0,1,1.0,1,2.0,,5,8,5.0,,2.0,0.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
274429655,,9,1,78.0,54.0,12.0,65000.0,0.0,1,1.0,1,3.0,", Оба варианта",2,17,0.0,,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
272563298,2.6,9,1,37.0,22.0,8.0,69000.0,0.0,1,1.0,1,1.0,,5,9,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
274208006,3.0,18,1,84.0,54.0,12.0,69999.0,0.0,1,1.0,1,3.0,", Оба варианта",6,8,5.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
264951066,2.75,15,1,75.0,40.0,15.0,72000.0,0.0,1,1.0,1,2.0,", Оба варианта",5,20,0.0,,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0
272269659,,10,1,76.0,23.0,,75000.0,0.0,1,1.0,1,2.0,,15,25,0.0,,,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
269660720,,9,1,76.0,50.0,12.0,80000.0,0.0,1,1.0,1,3.0,", Изолированная",7,17,,,2.0,0.0,1.0,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
163387857,,15,1,83.0,44.0,14.0,80000.0,0.0,1,1.0,1,2.0,,12,26,9.0,4.0,2.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274398051,,18,1,52.0,,,83000.0,0.0,1,1.0,1,2.0,", Оба варианта",5,12,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268824611,2.7,14,1,65.0,40.0,4.0,85000.0,0.0,1,1.0,1,2.0,", Оба варианта",4,33,9.0,4.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,
272613976,,3,1,82.0,25.0,30.0,95000.0,0.0,1,1.0,1,2.0,,17,24,9.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
255485364,,10,1,120.0,44.0,40.0,105000.0,0.0,1,1.0,1,3.0,", Смежная",12,33,9.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0
274985081,,10,1,105.0,61.0,18.0,110000.0,0.0,1,1.0,1,3.0,", Изолированная",8,33,9.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
220185408,,15,1,100.0,56.0,14.0,110000.0,0.0,1,1.0,1,3.0,", Изолированная",6,20,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
274586264,,16,1,120.0,70.0,18.0,120000.0,0.0,1,1.0,1,3.0,", Изолированная",9,33,9.0,,3.0,0.0,2.0,,,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0
269019957,2.8,15,1,132.0,80.0,10.0,149000.0,0.0,1,1.0,1,4.0,", Оба варианта",1,8,5.0,,,,,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
155614371,,15,1,36.0,26.0,6.0,27000.0,0.0,1,1.0,1,1.0,,1,9,,,1.0,,,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0
221837387,,8,1,32.0,20.0,6.0,28000.0,0.0,1,1.0,1,1.0,,4,8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274000315,,13,1,32.6,18.0,7.0,28000.0,0.0,1,1.0,1,1.0,,7,9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
246921693,,17,1,29.0,,,35000.0,0.0,1,1.0,1,1.0,,1,8,5.0,,1.0,,,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
274361617,2.64,14,1,40.0,20.0,12.0,35000.0,0.0,1,1.0,1,1.0,,12,14,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
274660920,,3,1,32.0,18.0,6.0,35000.0,0.0,1,1.0,1,1.0,,1,6,5.0,,1.0,,,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
274390270,2.64,5,1,35.0,21.0,7.0,35000.0,0.0,1,1.0,1,1.0,,2,9,1.0,0.0,1.0,,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274977032,2.6,11,1,39.0,25.0,9.0,36000.0,0.0,1,1.0,1,2.0,", Смежная",9,9,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274504857,,8,1,38.0,23.0,7.7,39000.0,0.0,1,1.0,1,2.0,", Оба варианта",6,9,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274351616,,11,1,30.0,,,39500.0,0.0,1,1.0,1,1.0,,3,5,,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,
162338735,,14,1,36.0,20.0,8.0,40000.0,0.0,1,1.0,1,1.0,,1,9,0.0,,2.0,,,1.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274727776,,15,1,32.0,6.5,,40000.0,0.0,1,1.0,1,1.0,,6,12,0.0,,1.0,,,1.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
259291246,,14,1,58.0,34.0,14.0,40000.0,0.0,1,1.0,1,2.0,", Смежная",8,9,5.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
228099120,,15,1,38.0,16.0,8.0,42000.0,0.0,1,1.0,1,1.0,,1,9,5.0,,1.0,,,,,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
274890220,2.64,8,1,45.0,29.0,7.0,43000.0,0.0,1,1.0,1,2.0,,1,9,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
274730604,,7,1,38.0,19.0,8.0,45000.0,0.0,1,1.0,1,1.0,,2,17,0.0,,2.0,1.0,0.0,,,1.0,0.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
274021357,2.64,1,1,43.0,30.0,6.0,45000.0,0.0,1,1.0,1,2.0,", Изолированная",6,9,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
273689335,,9,1,39.2,19.0,9.0,47000.0,0.0,1,1.0,1,1.0,,10,25,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
273782453,,18,1,50.0,20.0,17.0,48000.0,0.0,1,1.0,1,1.0,,15,20,0.0,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0
273597311,2.8,17,1,43.0,15.0,17.0,50000.0,0.0,1,1.0,1,1.0,,11,20,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
231922266,2.78,10,1,43.0,20.0,10.0,50000.0,0.0,1,1.0,1,1.0,,8,25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
263359213,,11,1,47.0,30.0,7.0,50000.0,0.0,1,1.0,1,2.0,", Изолированная",8,9,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
275004176,,15,1,48.0,21.0,12.0,55000.0,0.0,1,1.0,1,1.0,,4,15,0.0,,2.0,0.0,1.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
273449385,2.7,15,1,48.0,21.0,12.0,55000.0,0.0,1,1.0,1,1.0,,3,15,0.0,,2.0,0.0,1.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
268745623,,15,1,50.0,,,55000.0,0.0,1,1.0,1,2.0,", Изолированная",2,9,0.0,0.0,3.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
245672160,2.64,1,1,58.0,41.0,6.0,60000.0,0.0,1,1.0,1,3.0,", Оба варианта",5,9,5.0,,1.0,1.0,0.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
193283407,3.3,14,1,60.0,38.0,12.0,60000.0,0.0,1,1.0,1,2.0,", Изолированная",7,8,5.0,0.0,2.0,1.0,1.0,,,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
269622241,,20,1,44.7,21.4,11.5,65000.0,0.0,1,1.0,1,1.0,,4,17,,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
274870931,,10,1,55.0,,,65000.0,0.0,1,1.0,1,2.0,", Изолированная",7,17,,,2.0,1.0,0.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
265486228,2.8,12,1,50.0,,,65000.0,0.0,1,1.0,1,1.0,,6,33,9.0,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,4.0,0.0,1.0
270066054,2.8,18,1,70.0,36.0,11.5,65000.0,0.0,1,1.0,1,2.0,", Изолированная",15,20,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
274893389,2.9,9,1,72.0,42.0,18.0,69000.0,0.0,1,1.0,1,2.0,", Изолированная",19,25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
274999986,2.8,20,1,64.0,37.0,12.0,70000.0,0.0,1,1.0,1,2.0,", Изолированная",4,17,9.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
274836610,2.64,12,1,76.0,55.0,10.0,70000.0,0.0,1,1.0,1,3.0,", Изолированная",15,16,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273842005,2.8,20,1,68.0,35.0,20.0,80000.0,0.0,1,1.0,1,2.0,", Изолированная",5,17,9.0,,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
274757112,2.8,9,1,84.0,40.0,12.0,100000.0,0.0,1,2.0,1,3.0,", Изолированная",20,25,0.0,,2.0,0.0,1.0,,,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0
268545042,2.3,0,1,132.0,,,149999.0,0.0,1,1.0,1,6.0,", Оба варианта",1,8,5.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0
273860359,,14,1,124.0,,,162500.0,0.0,1,1.0,1,4.0,,11,20,,4.0,3.0,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
274898828,,20,1,46.0,,,65000.0,0.0,1,1.0,1,2.0,,14,17,,,2.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
226861240,,9,1,20.8,12.5,3.5,29000.0,0.0,1,2.0,0,1.0,,5,9,5.0,,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0
274035455,,17,1,40.0,20.0,10.0,35000.0,0.0,1,1.0,1,1.0,,4,14,0.0,,1.0,0.0,1.0,,,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
255952645,,3,0,32.0,20.0,6.0,35000.0,0.0,1,1.0,0,1.0,,8,9,5.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
253855694,,6,1,32.0,20.0,7.0,48000.0,0.0,1,1.0,1,1.0,,3,13,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
274992978,,17,1,56.0,34.0,7.5,50000.0,0.0,1,1.0,1,2.0,", Изолированная",2,9,5.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
273624705,,15,1,32.0,21.0,5.2,50000.0,0.0,1,1.0,0,1.0,,5,9,5.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
244263341,2.64,3,0,40.2,,,50000.0,0.0,1,1.0,1,1.0,,9,12,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
274655202,,9,1,40.0,18.0,9.0,57000.0,0.0,1,1.0,1,1.0,,18,25,0.0,0.0,2.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274211712,,7,1,47.0,35.0,6.0,60000.0,0.0,1,1.0,1,2.0,,5,8,5.0,,2.0,0.0,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
267327049,2.64,10,1,54.0,9.5,,63000.0,0.0,1,1.0,1,2.0,", Изолированная",4,12,0.0,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
220146059,2.7,3,0,84.0,54.0,12.2,69999.0,0.0,1,1.0,1,3.0,", Изолированная",6,8,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
263074887,,3,0,80.0,50.0,10.0,70000.0,0.0,1,1.0,1,3.0,,2,8,5.0,0.0,3.0,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
274020497,2.75,9,1,76.0,34.0,23.0,75000.0,0.0,1,1.0,1,2.0,", Изолированная",15,25,9.0,,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
223368762,,10,1,83.0,33.0,13.5,85000.0,0.0,1,1.0,0,2.0,", Изолированная",3,20,9.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
267674538,,7,0,115.0,100.0,15.0,160000.0,0.0,1,1.0,1,3.0,", Изолированная",31,33,9.0,,3.0,,,1.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
274882260,2.64,14,1,42.0,6.0,,48000.0,0.0,1,1.0,1,2.0,", Изолированная",7,14,1.0,,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
259095050,,11,1,54.7,36.3,5.0,55000.0,0.0,1,1.0,1,3.0,", Оба варианта",1,8,5.0,,1.0,,,0.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
274710760,,8,1,45.0,28.0,6.0,55000.0,0.0,1,1.0,1,2.0,", Изолированная",1,8,5.0,,2.0,,,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
262711615,,7,1,42.0,33.0,6.0,58000.0,0.0,1,1.0,1,2.0,", Изолированная",4,8,5.0,,2.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
274795662,,20,1,46.0,,,60000.0,0.0,1,1.0,1,1.0,,11,17,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
273973372,,21,1,40.0,,,70000.0,0.0,1,1.0,0,2.0,,1,2,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,0.0
273893827,,15,1,85.0,44.0,15.0,95000.0,0.0,1,1.0,1,3.0,", Изолированная",16,20,0.0,0.0,2.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
274934313,3.0,4,1,50.0,23.0,10.0,60000.0,0.0,1,1.0,1,1.0,,7,15,5.0,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
274548985,,10,1,41.0,33.0,,85000.0,0.0,1,1.0,1,1.0,,9,33,9.0,,3.0,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,
264936939,3.0,5,1,95.0,50.0,14.0,95000.0,0.0,1,1.0,1,2.0,,15,33,9.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0
274101479,3.1,0,1,140.0,92.0,18.0,150000.0,0.0,1,1.0,1,3.0,", Изолированная",22,24,0.0,,2.0,,,,,2.0,0.0,,,,,,,,,,,,,,,,
273695217,,4,1,134.0,15.0,,170000.0,0.0,1,1.0,1,4.0,,13,33,9.0,4.0,,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,
272954547,3.0,20,1,147.0,100.0,,200000.0,0.0,1,1.0,1,4.0,,3,24,,,,2.0,0.0,,,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0
274019378,,13,1,200.0,17.0,,250000.0,0.0,1,1.0,1,5.0,,13,22,9.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
274216003,,3,1,52.0,36.0,8.0,50000.0,0.0,1,1.0,1,2.0,", Изолированная",4,17,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274718860,,12,1,80.0,55.0,10.0,82000.0,0.0,1,1.0,1,3.0,", Изолированная",15,25,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0
271844734,3.1,11,1,63.0,,,89000.0,0.0,1,1.0,1,2.0,,27,35,9.0,4.0,3.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
273621557,,11,1,58.0,25.0,10.0,90000.0,0.0,1,1.0,1,1.0,,9,14,9.0,,3.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,
264936946,,3,1,95.0,,,95000.0,0.0,1,1.0,1,2.0,", Изолированная",15,30,9.0,4.0,2.0,0.0,1.0,,,0.0,2.0,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
270977717,3.1,11,1,55.0,30.0,10.0,100000.0,0.0,1,1.0,1,1.0,,6,14,9.0,4.0,3.0,1.0,0.0,,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0
273531797,3.1,10,1,65.0,,,110000.0,0.0,1,1.0,1,2.0,,8,33,9.0,4.0,3.0,,,,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
271844978,3.1,10,1,65.0,,,120000.0,0.0,1,1.0,1,2.0,,7,33,9.0,4.0,3.0,,,1.0,0.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
274433776,3.0,14,1,144.0,80.0,,120000.0,0.0,1,1.0,1,2.0,", Оба варианта",2,24,9.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
273820931,,18,1,80.0,,,130000.0,0.0,1,1.0,1,3.0,,5,23,9.0,4.0,3.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
