id,ceiling_height,metro_minutes,metro_walking,total_area,living_area,kitchen_area,price,utilities_amount,utilities_included,prepayment_months,is_long_rental_term,ceiling_height_known,rooms_count,types_room,floor,house_floor,house_type,parking,renovation,count_loggia,count_balcony,view_of_courtyard,view_of_street,combined_bathroom_count,separate_bathroom_count,is_child,is_pet,room_furniture,kitchen_furniture,bath,shower_cabin,washing_machine,air_conditioner,dishwasher,tv,fridge,internet,telephone,count_passenger_lift,count_freight_lift,is_garbage_chute,living_area_known,kitchen_area_known
274058495,2.64,13,1,45.0,34.0,6.0,40000.0,0.0,1,1.0,1,0,2.0,", Смежная",3,5,0.0,,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
274502679,2.64,12,0,39.0,22.0,7.0,42000.0,0.0,1,1.0,1,0,2.0,", Изолированная",11,12,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274657727,2.64,3,0,56.0,30.0,6.0,42000.0,0.0,1,1.0,1,1,2.0,", Смежная",1,5,0.0,0.0,1.0,,,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,1
273016537,2.5,1,1,40.0,22.0,6.0,43000.0,0.0,1,1.0,1,1,2.0,,5,9,1.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,1.0,1,1.0,0.0,0.0,0,1,0,1.0,0.0,1.0,1,1
274891756,2.64,12,1,56.0,46.0,7.0,45000.0,0.0,1,1.0,1,0,3.0,", Оба варианта",8,9,0.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
272941678,2.9,6,1,42.0,20.0,12.0,45000.0,0.0,1,1.0,1,1,1.0,,13,14,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
274529874,2.64,8,1,46.0,6.0,9.0,45000.0,0.0,1,1.0,1,1,2.0,", Смежная",5,5,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0
264532998,2.64,5,1,45.0,29.0,6.0,45000.0,0.0,1,1.0,1,1,2.0,", Изолированная",2,5,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
274730488,2.64,5,1,47.0,31.0,9.0,45000.0,0.0,1,1.0,1,1,2.0,", Смежная",4,12,1.0,,1.0,1.0,0.0,,,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1.0,1,1
274471771,2.64,15,1,51.4,31.0,8.5,45000.0,0.0,1,1.0,1,1,2.0,", Изолированная",10,17,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,2.0,0.0,1.0,1,1
274828107,2.64,2,1,60.0,19.0,9.0,45000.0,0.0,1,1.0,1,0,1.0,,8,24,,,1.0,0.0,1.0,,,0.0,1.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,0,0,3.0,0.0,,1,0
274587449,2.64,7,1,32.0,20.0,9.0,48000.0,0.0,1,1.0,1,0,2.0,", Смежная",4,12,0.0,1.0,1.0,,,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
273903533,2.6,15,1,54.0,31.0,5.0,50000.0,0.0,1,1.0,1,1,3.0,", Оба варианта",3,5,0.0,,,0.0,1.0,,,1.0,0.0,1,1,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,1,1
274925399,2.64,3,1,34.0,20.0,6.0,50000.0,0.0,1,1.0,1,0,2.0,", Изолированная",5,5,0.0,,,0.0,1.0,,,1.0,0.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,1,1
259398568,2.7,4,0,50.0,30.0,8.0,50000.0,0.0,1,1.0,1,1,2.0,", Изолированная",4,12,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,2.0,0.0,1.0,1,1
274659984,2.64,2,1,34.0,23.0,7.0,50000.0,0.0,1,1.0,1,1,2.0,", Смежная",5,5,0.0,,2.0,0.0,1.0,,,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
273333741,2.64,11,1,38.0,22.6,7.5,50000.0,0.0,1,1.0,1,1,2.0,,1,9,1.0,,2.0,,,1.0,0.0,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,1
274761321,2.9,10,1,52.0,38.0,10.0,52000.0,0.0,1,1.0,1,1,2.0,,8,9,0.0,,2.0,1.0,0.0,,,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274656257,3.0,3,1,40.0,20.0,10.0,55000.0,0.0,1,1.0,1,1,1.0,,14,15,9.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,2.0,2.0,0.0,1,1
274985501,2.7,5,1,45.0,27.0,6.0,55000.0,0.0,1,1.0,1,1,2.0,,3,5,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1,0.0,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,1,1
274552740,2.64,7,1,60.0,31.0,9.0,55000.0,0.0,1,1.0,1,0,2.0,", Изолированная",17,17,,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0,0,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,1.0,,1,1
274929904,2.64,10,1,58.0,34.0,13.0,55000.0,0.0,1,1.0,1,0,2.0,", Изолированная",12,16,1.0,0.0,2.0,1.0,0.0,,,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,1.0,1.0,1,1
274528299,2.64,3,1,50.0,15.0,19.0,55000.0,0.0,1,1.0,1,0,1.0,,4,23,0.0,,2.0,1.0,0.0,,,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,3.0,1.0,1.0,1,1
274250798,2.64,2,1,51.0,31.0,9.0,55000.0,0.0,1,1.0,1,0,2.0,", Изолированная",2,14,,0.0,2.0,,,1.0,0.0,0.0,1.0,1,1,0,1,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,1.0,,1,1
274785436,2.64,5,1,67.0,40.0,10.0,55000.0,0.0,1,1.0,1,0,2.0,", Изолированная",4,18,0.0,,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,2.0,0.0,1.0,1,1
274620180,2.64,8,1,68.0,39.0,14.0,55000.0,0.0,1,1.0,1,0,2.0,", Изолированная",7,14,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,0.0,1,1.0,0.0,0.0,1,0,0,1.0,1.0,0.0,1,1
274732098,2.64,7,1,75.0,32.0,18.0,58000.0,0.0,1,1.0,1,0,2.0,", Изолированная",4,9,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1.0,1,1
266651055,2.64,16,1,68.0,52.0,7.0,58000.0,0.0,1,1.0,1,1,4.0,", Оба варианта",5,9,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,1.0,0.0,1.0,1,1
274983365,2.64,10,1,70.0,38.0,15.0,60000.0,0.0,1,1.0,1,0,2.0,", Смежная",13,14,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1.0,1,1.0,0.0,1.0,1,1,0,2.0,0.0,1.0,1,1
259224781,2.64,12,1,72.0,37.0,14.0,60000.0,0.0,1,1.0,1,0,2.0,", Изолированная",7,14,0.0,,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,2.0,0.0,1.0,1,1
273893343,2.64,8,1,70.0,36.0,15.0,60000.0,0.0,1,1.0,1,0,2.0,,4,14,9.0,,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,2.0,0.0,0.0,1,1
274945754,2.64,4,1,65.0,33.0,12.0,60000.0,0.0,1,1.0,1,0,2.0,", Изолированная",5,12,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
274011951,2.8,8,1,74.0,44.0,12.0,65000.0,0.0,1,1.0,1,1,2.0,,4,18,0.0,,,2.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,1.0,1.0,1,1
274704113,2.8,10,1,72.0,33.0,11.0,65000.0,0.0,1,1.0,1,1,2.0,", Оба варианта",5,9,0.0,,,2.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,1.0,1.0,1,1
261972475,2.64,8,1,74.0,32.0,14.0,65000.0,0.0,1,1.0,1,0,2.0,", Изолированная",10,18,5.0,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,2.0,0.0,1.0,1,1
264891052,2.64,92,1,100.0,12.0,10.0,80000.0,0.0,1,1.0,1,0,3.0,,16,18,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1,0,1,1,1,1.0,1,0.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,0
274379706,2.8,9,1,92.0,60.0,11.0,80000.0,0.0,1,1.0,1,1,3.0,", Изолированная",9,9,0.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,0.0,1.0,1,1
258453147,2.64,10,1,100.0,68.0,10.0,90000.0,0.0,1,1.0,1,0,3.0,", Изолированная",10,18,8.0,4.0,2.0,,,1.0,0.0,0.0,2.0,1,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274595822,2.64,5,1,94.0,7.0,14.0,90000.0,0.0,1,1.0,1,0,3.0,", Оба варианта",10,17,8.0,4.0,,,,,,2.0,0.0,1,0,1,0,0,0.0,1,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,1,0
254196236,2.75,4,1,162.4,86.7,18.7,200000.0,0.0,1,1.0,1,1,4.0,", Изолированная",18,24,5.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,1,3.0,0.0,1.0,1,1
274951343,2.64,5,1,33.0,20.0,7.0,26000.0,0.0,1,1.0,1,1,1.0,,5,5,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,1,1
265928914,2.64,21,1,35.0,20.0,6.0,26000.0,0.0,1,1.0,1,1,1.0,,5,9,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
271632200,2.64,10,1,32.0,19.0,6.0,26000.0,0.0,1,1.0,1,1,1.0,,3,5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
274737283,2.64,22,1,35.0,20.0,7.0,27000.0,0.0,1,1.0,1,1,1.0,,5,9,1.0,0.0,1.0,0.0,1.0,,,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,1
274609240,2.64,20,1,35.0,18.0,7.0,28000.0,0.0,1,1.0,1,1,1.0,,3,5,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,1,1
274824814,2.64,4,1,26.0,14.0,9.0,28000.0,0.0,1,1.0,1,0,1.0,,1,17,0.0,,2.0,,,,,1.0,0.0,0,1,1,1,0,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1.0,1,1
260092825,2.64,19,1,35.0,20.0,7.0,29000.0,0.0,1,1.0,1,1,1.0,,4,9,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1.0,1,1
273625608,2.7,5,1,32.0,18.0,6.0,30000.0,0.0,1,1.0,1,1,1.0,,4,5,0.0,,1.0,0.0,1.0,,,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,1,1
244112931,2.64,4,0,37.0,18.0,9.0,30000.0,0.0,1,1.0,1,1,1.0,,9,17,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,2.0,0.0,1.0,1,1
274917734,2.64,4,1,32.0,19.0,9.0,30000.0,0.0,1,1.0,1,0,1.0,,1,5,,,1.0,,,,,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,,1,1
219961188,2.78,5,1,40.0,19.0,10.0,30000.0,0.0,1,1.0,1,1,1.0,,10,24,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1.0,1,1
274873108,2.64,2,1,32.0,19.0,9.0,30000.0,0.0,1,1.0,1,1,1.0,,3,5,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,,1,1
273799961,2.64,13,1,20.0,19.0,9.0,30000.0,0.0,1,1.0,1,0,1.0,,2,5,,,1.0,,,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,,1,1
273999193,2.64,15,1,36.0,18.5,7.0,30000.0,0.0,1,1.0,1,0,1.0,,4,10,5.0,,1.0,0.0,1.0,,,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,0
274705048,2.64,2,1,42.0,19.0,12.0,32000.0,0.0,1,1.0,1,1,1.0,,6,24,0.0,,1.0,1.0,0.0,,,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,4.0,0.0,1.0,1,1
274668159,2.64,15,1,39.0,22.0,7.0,32000.0,0.0,1,1.0,1,1,2.0,,4,12,0.0,,1.0,1.0,0.0,,,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
262960831,2.64,14,1,35.0,19.0,9.0,32000.0,0.0,1,1.0,1,0,1.0,,2,5,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,0,0,0.0,0.0,,1,0
268458385,2.64,10,1,31.0,21.0,6.0,32000.0,0.0,1,1.0,1,1,1.0,,7,9,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1.0,1,1
274668499,2.64,10,1,42.0,28.0,7.0,32000.0,0.0,1,1.0,1,1,2.0,", Оба варианта",4,5,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0.0,1,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,1,1
273256861,2.64,10,1,46.0,31.0,9.0,32000.0,0.0,1,1.0,1,0,2.0,", Изолированная",2,9,,,1.0,,,1.0,0.0,1.0,0.0,1,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,,1,1
274339000,2.64,1,1,45.0,21.0,9.0,33000.0,0.0,1,1.0,1,0,1.0,,6,24,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,4.0,1.0,1.0,1,1
274998227,2.64,7,1,34.0,19.0,9.0,33000.0,0.0,1,1.0,1,1,1.0,,3,9,,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,,1,1
271860899,2.6,15,1,45.6,33.9,5.5,34000.0,0.0,1,1.0,1,1,2.0,,3,5,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
274541428,2.64,4,1,35.0,20.0,10.0,34000.0,0.0,1,1.0,1,0,1.0,,10,12,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1.0,1,1
274142470,2.64,8,1,33.0,20.0,6.0,35000.0,0.0,1,1.0,1,0,2.0,,1,5,1.0,,1.0,,,1.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
271429285,2.64,8,1,22.0,10.0,5.0,35000.0,0.0,1,1.0,1,0,1.0,,1,5,1.0,,2.0,,,1.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1,1
274579267,2.64,4,1,42.0,21.0,12.0,35000.0,0.0,1,1.0,1,0,1.0,,6,24,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,2.0,2.0,1.0,1,1
241821102,2.64,11,1,39.0,20.0,8.5,35000.0,0.0,1,1.0,1,1,1.0,,7,14,0.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
274675179,2.64,5,1,47.0,34.0,6.0,35000.0,0.0,1,1.0,1,1,2.0,", Смежная",5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,1,1
258157350,2.64,15,1,39.0,20.0,10.0,35000.0,0.0,1,1.0,1,1,1.0,,8,12,0.0,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
266156583,2.64,7,1,45.0,28.0,6.0,35000.0,0.0,1,1.0,1,1,2.0,", Смежная",1,5,0.0,0.0,1.0,,,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,1
274924485,2.64,10,1,36.7,15.0,7.0,35000.0,0.0,1,1.0,1,1,1.0,,4,9,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
260998226,2.64,4,1,56.0,19.0,9.0,35000.0,0.0,1,1.0,1,0,1.0,,6,24,,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,3.0,2.0,,1,1
177556024,2.64,11,1,40.0,27.0,7.0,35000.0,0.0,1,1.0,1,1,2.0,,2,9,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
261107077,2.64,17,1,37.0,20.0,6.0,35000.0,0.0,1,1.0,1,1,1.0,,4,9,0.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
273926621,2.5,9,0,36.6,22.5,7.5,37000.0,0.0,1,1.0,1,1,2.0,,5,9,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,0,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,1
248008232,2.64,10,1,44.0,28.0,8.0,37000.0,0.0,1,1.0,1,1,2.0,", Изолированная",7,9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274463435,2.64,9,1,37.0,17.0,8.0,37000.0,0.0,1,1.0,1,0,1.0,,15,16,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,1.0,1.0,1.0,1,1
273326545,2.48,8,1,45.0,36.0,7.0,37000.0,0.0,1,1.0,1,1,2.0,", Смежная",3,5,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,1
267017056,2.64,10,1,41.0,19.0,9.0,38000.0,0.0,1,1.0,1,0,1.0,,10,14,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,1.0,0.0,,1,1
274233909,2.64,7,1,45.0,31.0,5.0,38000.0,0.0,1,1.0,1,1,2.0,", Смежная",5,9,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274778367,2.64,5,1,41.0,19.0,11.0,38000.0,0.0,1,1.0,1,0,1.0,,16,24,0.0,,1.0,,,1.0,0.0,0.0,1.0,0,0,1,1,0,0.0,1,0.0,0.0,1.0,1,0,1,4.0,0.0,1.0,1,1
274697333,2.64,8,1,45.0,28.0,6.0,40000.0,0.0,1,1.0,1,0,2.0,,5,5,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,0.0,0.0,0.0,1,1
262701098,2.64,9,1,38.0,22.0,7.0,40000.0,0.0,1,1.0,1,1,2.0,,3,9,0.0,,1.0,1.0,0.0,,,0.0,1.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274766699,2.64,10,1,44.5,31.9,5.2,40000.0,0.0,1,1.0,1,1,2.0,", Смежная",3,9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,1
271451843,2.64,5,1,40.0,30.0,5.0,40000.0,0.0,1,1.0,0,1,2.0,", Изолированная",5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,0.0,1,1
273107451,2.64,7,1,45.0,30.5,6.0,42000.0,0.0,1,1.0,1,1,2.0,", Смежная",3,5,0.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,1
274826896,2.64,2,1,62.0,33.0,12.0,45000.0,0.0,1,1.0,1,1,2.0,", Изолированная",15,17,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,1.0,0.0,1.0,1,1,0,2.0,0.0,1.0,1,1
193806110,2.64,7,1,44.5,27.0,5.5,45000.0,0.0,1,1.0,1,1,2.0,", Изолированная",8,9,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,1.0,1.0,1,0,0,1.0,0.0,1.0,1,1
266969229,2.64,15,1,60.0,50.0,10.0,45000.0,0.0,1,1.0,1,0,3.0,,8,9,5.0,,1.0,0.0,1.0,,,0.0,1.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,0
274894407,2.64,5,1,42.0,31.0,9.0,46000.0,0.0,1,1.0,1,0,2.0,,4,5,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,0,0.0,1,0.0,0.0,1.0,1,0,0,0.0,0.0,,0,0
274590828,2.64,7,1,32.0,20.0,9.0,48000.0,0.0,1,1.0,1,0,2.0,", Смежная",4,12,0.0,1.0,1.0,,,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1.0,1,1
274681466,2.64,15,1,58.0,34.0,11.0,48000.0,0.0,1,1.0,1,1,2.0,", Изолированная",12,17,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,2.0,1.0,1.0,1,1
260853800,2.64,11,1,55.0,31.0,9.0,48000.0,0.0,1,1.0,1,0,2.0,,17,22,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0.0,0,0.0,0.0,0.0,1,0,0,1.0,1.0,,1,0
273825447,2.65,7,1,50.0,29.0,9.0,48000.0,0.0,1,1.0,1,1,2.0,", Изолированная",2,14,5.0,0.0,1.0,,,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,1.0,1,1
274993966,2.64,10,1,63.0,50.0,10.0,49999.0,0.0,1,1.0,1,0,3.0,", Оба варианта",2,5,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,0.0,1,1,0,0.0,0.0,,1,1
274904840,2.64,7,1,58.0,22.0,11.0,50000.0,0.0,1,1.0,1,0,1.0,,13,17,9.0,,2.0,1.0,0.0,,,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,0.0,1,1
274897103,2.64,6,1,60.0,37.0,19.0,50000.0,0.0,1,1.0,1,0,3.0,", Изолированная",6,18,0.0,,2.0,1.0,0.0,,,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1.0,1,1
274538930,2.64,10,1,54.0,31.0,9.0,50000.0,0.0,1,1.0,1,0,2.0,", Изолированная",10,12,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,1.0,0.0,,1,1
271656833,2.64,18,1,54.7,45.0,10.0,50000.0,0.0,1,1.0,1,1,3.0,,3,5,0.0,,1.0,0.0,1.0,,,0.0,1.0,1,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0
273406944,2.64,2,0,76.0,53.0,10.0,65000.0,0.0,1,1.0,1,0,3.0,", Оба варианта",9,14,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,1.0,0.0,1.0,1,1
