id,ceiling_height_known,rooms_count,floor,house_floor,house_type,parking,renovation,count_loggia,count_balcony,view_of_courtyard,view_of_street,combined_bathroom_count,separate_bathroom_count,is_child,is_pet,room_furniture,kitchen_furniture,bath,shower_cabin,washing_machine,air_conditioner,dishwasher,tv,fridge,internet,telephone,count_passenger_lift,count_freight_lift,is_garbage_chute,living_area_known,kitchen_area_known,is_isolated,is_adjacent,house_type_known,renovation_known
271825086,1,5.0,2,4,5.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0,1,1,1.0,1.0,0,1
271478778,0,3.0,3,11,9.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,0,0,0,1.0,1.0,1,1
169226301,0,3.0,5,9,5.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
272746305,1,1.0,4,4,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,1,1
272451298,0,5.0,9,11,9.0,4.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1,1,1,1,1,1.0,1,1.0,1.0,0.0,1,1,0,2.0,0.0,0,0,0,1.0,1.0,1,1
274739042,0,1.0,2,9,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,1.0,0.0,1,0,0,0.0,0.0,1,1
264735088,0,1.0,2,4,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,0.0,1.0,1.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,1
185607351,0,2.0,3,12,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
274230710,0,1.0,4,7,5.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,0,0.0,1.0,0.0,1,1,0,1.0,0.0,1,0,0,0.0,0.0,0,1
274020199,0,2.0,6,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0.0,1,0.0,0.0,0.0,0,1,0,1.0,1.0,1,1,1,1.0,1.0,1,1
273786338,1,2.0,4,8,5.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0,1.0,1,1.0,1.0,0.0,0,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
273726265,0,3.0,5,6,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1.0,1,0.0,1.0,0.0,0,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
264476290,0,4.0,6,6,5.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1,0,0,1,1,1.0,1,1.0,0.0,0.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
273728425,1,1.0,4,5,9.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,1.0,1.0,0.0,1,1,0,2.0,0.0,0,1,1,0.0,0.0,1,1
273212091,1,1.0,3,4,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,1,1,0,1.0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1
274162546,0,2.0,4,4,5.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,0.0,0.0,0,1,1,1.0,1.0,1,1
274992677,0,1.0,6,6,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,1.0,0.0,1,1,1,0.0,0.0,1,1
273576247,0,2.0,9,14,5.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,2.0,0.0,1,1,1,1.0,1.0,1,1
235868441,1,1.0,2,16,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,1.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,1,1,1,0.0,0.0,1,1
164248612,0,3.0,1,5,5.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1.0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,1,1,1,1.0,1.0,1,1
272892635,0,2.0,6,16,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,0,1,1.0,1.0,1,1,1,1.0,1.0,1,1
274593630,0,2.0,1,5,5.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,1,0,0,1.0,1.0,1,1
259343110,1,1.0,13,23,5.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,4.0,1.0,1,1,1,0.0,0.0,1,1
215787753,1,1.0,2,7,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,1,1,0,0.0,0.0,1,1
274952006,0,1.0,5,9,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1,0,0,0.0,0.0,1,1
274832635,1,1.0,8,9,9.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,0,1.0,1,1.0,1.0,0.0,1,1,0,2.0,2.0,0,1,1,0.0,0.0,1,1
274098901,0,1.0,2,5,9.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,0,0,0,0.0,0.0,1,1
263229275,0,2.0,8,10,9.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0,0,0,1.0,1.0,1,1
274196030,0,1.0,8,10,9.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,0,0,0,0.0,0.0,1,1
222105912,1,2.0,3,8,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274873045,0,2.0,3,5,9.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,0,0,0,1.0,1.0,1,1
228390739,0,3.0,5,6,5.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,0,1.0,1,0.0,1.0,1.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
266618254,0,4.0,2,2,9.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,0.0,0.0,0,0,0,1.0,1.0,1,1
180220316,0,3.0,5,8,5.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1,0,0,1.0,1.0,1,1
274494734,1,1.0,2,16,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1.0,1,0.0,0.0,1.0,1,1,1,2.0,0.0,1,1,1,0.0,0.0,1,1
263144619,1,1.0,2,16,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,1,2.0,0.0,1,1,1,0.0,0.0,1,1
274163128,0,3.0,3,6,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
273151551,0,3.0,3,6,5.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
272583804,0,3.0,3,6,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0.0,1,0.0,1.0,0.0,0,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274193454,1,1.0,5,5,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1,1,0,0.0,0.0,1,1
270604848,0,3.0,11,17,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
273261720,1,5.0,2,5,7.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1,1,1,0,1,1.0,1,1.0,1.0,0.0,0,1,0,1.0,0.0,0,1,1,1.0,1.0,1,1
230499460,0,1.0,2,6,5.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,1.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,0,0.0,0.0,1,1
266270200,0,3.0,4,6,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1,1,0,1.0,1.0,1,1
274947134,0,5.0,2,6,5.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274523927,0,2.0,6,12,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274349839,0,2.0,3,5,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,0.0,0.0,1,1,1,1.0,1.0,0,1
273088154,1,2.0,12,12,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0.0,1,1.0,0.0,0.0,0,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274497801,0,2.0,9,9,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,0.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
274246107,1,1.0,3,8,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
264910762,1,3.0,8,17,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274333847,1,1.0,5,23,5.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,1.0,1.0,1,1,1,0.0,0.0,1,1
274021375,1,1.0,10,12,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0.0,1,1.0,0.0,0.0,0,1,0,1.0,1.0,1,1,0,0.0,0.0,1,1
231243187,1,1.0,5,7,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,2.0,2.0,0,0,0,0.0,0.0,1,1
268659775,1,1.0,12,25,9.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,2.0,2.0,0,1,1,0.0,0.0,1,1
272337643,0,2.0,7,19,9.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,0.0,1,1,0,1.0,1.0,0,1,1,1.0,1.0,0,1
274921173,1,2.0,3,8,5.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
255177690,0,1.0,4,15,9.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,0.0,1,1,0,1.0,1.0,0,1,1,0.0,0.0,1,1
273527818,0,2.0,2,4,5.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,0.0,0.0,0,1,1,1.0,1.0,1,1
274783835,0,2.0,2,4,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,0,1,1,1.0,1.0,1,1
274026140,0,3.0,8,17,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
239667333,1,2.0,3,14,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274980567,0,2.0,3,8,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,1,1.0,0.0,1,1,1,1.0,1.0,1,1
274617929,0,2.0,8,9,5.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,1.0,1,0.0,0.0,0.0,0,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274750436,0,2.0,3,18,8.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,1,1,1,1.0,1.0,1,1
273582786,1,1.0,6,14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,2.0,0.0,1,1,1,0.0,0.0,1,1
237380442,1,1.0,1,9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
170875409,1,1.0,4,17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,1,1,1,0.0,0.0,1,1
274442383,0,1.0,2,17,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0.0,0,0.0,0.0,1.0,0,1,1,1.0,0.0,1,1,0,0.0,0.0,0,1
267459785,1,1.0,9,12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,1.0,1,0,0,2.0,0.0,1,1,1,0.0,0.0,1,1
274835874,1,2.0,7,14,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
273528656,0,1.0,13,17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,1,0.0,0,0.0,0.0,0.0,1,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
273329145,1,2.0,11,14,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274371164,0,1.0,7,24,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,0,1,1,0.0,0.0,1,1
274734924,1,1.0,2,14,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
274058484,1,1.0,3,9,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1,1,0,0.0,0.0,1,1
274552407,1,1.0,9,17,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,1.0,1,1,1,0.0,0.0,1,1
274735718,0,1.0,9,9,5.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
274160429,0,1.0,1,17,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,1.0,1.0,1,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
272556453,1,1.0,2,12,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
243538008,1,2.0,5,5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,0.0,0.0,0,1,1,0.0,0.0,1,1
274061365,1,2.0,7,14,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,0,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274379411,1,1.0,14,14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
244340849,0,1.0,11,17,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1,1,1,0.0,0.0,1,1
272779582,1,1.0,2,5,5.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,0.0,0.0,1,1,1,0.0,0.0,1,1
250025872,1,2.0,1,9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,0.0,1.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
272818632,0,1.0,6,7,9.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,0,1,0,0.0,0.0,1,1
274260296,0,2.0,7,17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,2.0,0.0,1,0,0,1.0,1.0,1,1
222112911,1,2.0,2,5,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,0.0,0.0,1,1,1,1.0,1.0,1,1
275002204,0,2.0,7,17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274461890,0,1.0,12,24,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,1.0,2.0,1,1,1,0.0,0.0,1,1
274269536,0,3.0,7,9,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274785164,1,1.0,2,4,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,0.0,0.0,0,1,1,0.0,0.0,1,1
271761192,1,2.0,8,17,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,1,1,1,1.0,1.0,1,1
274760386,0,2.0,3,17,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,2.0,0.0,1,1,1,1.0,1.0,1,1
274917486,1,3.0,2,9,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274862065,0,2.0,7,17,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,1.0,1.0,1,1,1,1.0,1.0,1,1
253124330,0,1.0,6,22,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,1,1,0,0.0,0.0,0,1
274974973,1,2.0,4,12,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,1,1,1,1.0,1.0,1,1
270495762,0,2.0,9,24,9.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,0.0,0,1,0,0.0,0.0,1,1
274924839,1,2.0,2,4,9.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,0,1,1,1.0,1.0,1,1
274776341,1,2.0,11,12,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,2.0,0.0,1,1,1,1.0,1.0,1,1
274472133,1,3.0,17,17,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274411017,1,3.0,12,17,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,2.0,0.0,1,1,1,1.0,1.0,1,1
271016393,0,2.0,2,20,9.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,2.0,1.0,0,1,1,1.0,1.0,1,1
262266671,1,2.0,18,20,9.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.0,0.0,0,1
273905928,1,3.0,2,17,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,0,0.0,0,0.0,0.0,0.0,1,0,0,2.0,0.0,1,1,1,1.0,1.0,1,1
274505668,1,3.0,9,9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1,1,0,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
253026002,0,2.0,9,23,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,0.0,1,1,0,1.0,1.0,0,1,1,1.0,1.0,1,1
274421973,1,2.0,12,15,8.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,0,0,1.0,1.0,0,1,1,1.0,1.0,1,1
274321075,1,2.0,8,9,5.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1,1,1,1.0,1.0,1,1
274780220,0,3.0,3,5,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,0.0,0.0,1,1,1,1.0,1.0,1,1
272881930,0,1.0,15,20,9.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0.0,1,0.0,1.0,0.0,0,1,0,1.0,1.0,0,1,1,0.0,0.0,1,1
273406116,0,2.0,12,24,8.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,1.0,1,1,1,1.0,1.0,1,1
273035587,0,2.0,21,24,9.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,1.0,0,1,1,1.0,1.0,1,1
273548306,1,2.0,8,11,9.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,0,0,2.0,0.0,0,1,1,1.0,1.0,1,1
268837428,1,2.0,8,11,9.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,0,1,1,1.0,1.0,1,1
238712705,1,2.0,2,23,9.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,2.0,1.0,0,1,1,1.0,1.0,1,1
274335757,0,2.0,15,25,9.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,0,1,1,0.0,0.0,0,1
274704974,1,2.0,6,20,9.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,1.0,0,1,0,1.0,1.0,1,1
274295112,1,2.0,17,18,9.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,0,0,4.0,0.0,0,1,1,1.0,1.0,1,1
274310111,0,2.0,10,20,9.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,1.0,1.0,1,1
256403575,0,1.0,2,8,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
274946931,0,1.0,10,17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0.0,1,0.0,0.0,0.0,0,1,0,1.0,1.0,1,1,1,0.0,0.0,1,1
274532144,1,1.0,5,9,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,1.0,0.0,1,1,1,0.0,0.0,1,1
